,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99
cell_550,1.0595785,-0.4660635,0.836663,-0.0074734134,-0.9182224,-0.7581473,-1.4310956,0.6434803,-1.4816309,0.6479745,-1.2099648,-0.48022175,-0.27462712,-1.2834609,0.17677972,1.4747107,0.363389,1.3408202,1.6137464,-0.40542805,1.9901088,-0.051019967,1.461567,-0.9038042,0.82174397,-0.6226605,-0.9551751,1.4004732,0.13172255,0.653926,0.5717822,0.52379286,0.69293964,-0.5229348,0.58247423,-1.125193,-1.3848625,0.18060207,-1.21596,1.3918244,0.7536974,-0.6153607,-0.83376896,1.424084,-0.018452823,-0.7749719,-0.22608396,-1.3970299,0.44462103,0.5588181,0.8804567,-0.94867194,0.81343496,-1.8088245,-0.64887697,0.9537729,0.36066607,1.6058879,-0.92012346,1.1717607,0.14083657,-1.1077983,-1.3430603,-1.2634639,-0.07971102,0.27197456,1.1224174,1.0038458,0.990867,1.1905986,0.6843485,0.1028465,2.1471827,0.8507827,1.4712067,1.0483682,0.116353214,-1.8792934,-0.9130624,1.7126077,-1.4888221,-0.5852253,1.7683971,1.3949598,-0.0004633665,1.1508079,1.3058932,-1.1696943,-0.4509303,-0.43321177,0.45773435,0.8091837,1.6479039,1.6326803,0.21826193,-1.4224418,0.25503385,-0.78447276,-0.068836905,0.8620627
cell_551,2.0021844,0.55589885,-1.1244202,0.7008967,-0.49006662,-1.8792934,-1.8792934,1.2705631,-1.7623572,1.8203323,-0.72365785,-1.8792934,1.9956347,-0.7699385,-1.2254801,-0.9026272,0.0339396,-0.9709519,-0.47798908,0.7767366,-1.5394977,-0.025769338,0.22130607,1.1374723,-0.7797536,2.0998948,-0.23397368,-1.8792934,-1.8792934,0.2223039,1.4964588,-1.1625873,0.5008956,0.39891332,0.87270623,1.1413274,-0.39288273,-0.763054,-1.8792934,-0.29507685,-0.7687663,0.980682,-0.1772039,0.5732719,-0.75714904,0.52012956,1.0621697,0.3190126,-0.19225897,-1.4499319,1.0327973,-0.8860307,-1.8792934,-1.2615594,-1.691607,-0.7264033,-0.11496171,1.6764743,-1.8792934,-0.6577104,1.8266051,-1.8792934,0.6073977,0.71607345,0.68583584,-1.8792934,-0.19344166,-0.6811996,0.7145238,0.07088372,2.0720053,1.789838,-0.01535444,0.42090303,-0.62141913,-0.6667917,1.0357115,-1.6640778,0.57585,-1.2505274,-1.7523798,0.025321513,0.11702056,0.8064188,-1.1210082,-0.32045203,0.06937277,-1.0880945,0.20699659,-1.8792934,1.7023467,-0.8824613,-0.14878824,-1.8792934,-1.3502755,0.5944603,1.4404243,-0.2178652,1.8400602,1.6326107
cell_552,0.53612244,0.08876683,-1.2269636,1.8697219,1.0092702,-1.7834722,-1.8792934,0.65848124,1.8875324,-1.2579056,0.96824074,0.53486615,0.30960265,-1.5890695,2.0682745,1.1960102,1.1909667,0.9148698,0.516578,-0.18583727,0.09745026,-1.3754197,0.71128654,0.8180462,-0.46434146,0.45940712,-1.2077286,-1.0279764,-1.8792934,-0.23943254,0.349,-1.2663407,-0.7029913,0.2822527,0.5138566,1.2279468,0.2257495,1.049845,-1.5641675,-1.5943323,-1.8792934,1.6293571,-1.2987647,-0.37463802,-1.8046336,1.1435483,-1.4808663,-0.3415752,-0.46018636,1.3703331,1.1513435,-1.8792934,-0.27706382,1.4969926,-1.6834016,-0.45076168,0.09277266,-1.6866888,-1.2355689,0.16934955,-0.5526291,-0.26548338,-1.735502,-0.6242407,1.5071379,-1.6348835,-0.09549245,1.3006119,-0.84241843,0.94591975,-1.0005407,-0.8253905,2.7488704,-1.7428584,-0.44824246,-1.6022893,1.2410032,-1.6449163,1.1991136,1.1124095,-1.8792934,2.120549,0.88299304,-1.3749957,0.83659124,0.18502873,-0.44654137,-1.5587503,1.6186215,-1.5518953,-1.7632828,-1.6704497,0.7770685,1.9236861,2.5252697,-1.0770981,0.7807856,0.5406978,-0.44348043,-1.8792934
cell_553,-0.7486521,1.5151929,-1.4686155,1.1610093,0.07691133,-0.83188015,-0.05612582,0.19299996,0.49710453,-0.42535764,0.043088883,-1.0686457,0.2547462,-0.3060518,1.4370066,-0.5093053,1.6807468,-0.9232139,0.085432746,-0.55239666,1.0795228,-0.8258132,2.1805456,-0.78504086,0.35765046,-1.8792934,-1.0850868,0.55223835,1.5144655,0.8322205,1.7174844,-1.8792934,-0.28572765,1.2555841,0.03606865,-1.0052387,-0.3538824,0.21953873,1.5973796,1.4473753,-0.5223316,0.97020745,0.3671662,-0.3330282,0.43849695,-0.75738657,2.301229,0.34097248,1.0437897,-0.9444933,-1.0366428,-1.7085494,0.39546156,-1.3298658,-0.42759216,-0.36652738,-1.3490797,0.13590166,-0.79060405,2.16479,-0.36957985,-0.7638191,-0.44589782,-1.8792934,-0.60541546,-1.3367434,1.866917,0.5032041,-0.03346546,0.43428957,-0.048713237,0.57865953,0.11678189,0.46557546,-0.6524983,0.54057133,-0.77946377,-1.7804149,-0.8717048,-0.23795615,-1.359813,-0.37534726,0.0028574467,0.997913,0.46638742,0.1273422,1.0532521,0.12525794,-1.6314304,0.16175115,0.5549393,0.5400869,1.2982079,1.9778494,0.29896998,-0.06629667,0.29987094,-1.8792934,-0.8548312,0.8910302
cell_554,1.406034,2.279593,-1.4258089,1.1285548,-0.35374272,-1.6262492,-1.7873176,2.6906052,-1.0779297,-0.73526603,0.23702076,-0.80638707,0.4007399,0.0046842173,-0.56203413,-1.4175732,-0.76091444,-1.8792934,-1.3209956,0.88734293,-1.2509837,-1.5535767,0.91517246,0.72900003,-1.6493143,1.058296,-1.3108507,-0.79907817,-1.7839458,1.9270929,1.2620863,-1.8532519,-1.4465483,1.1807663,0.2948027,1.5269032,-0.06395203,0.1880709,-1.2152758,0.59341705,-1.8792934,1.318303,0.98484325,0.37018892,-0.8647636,1.2608128,0.84860283,0.5388863,-0.16132706,-0.8978684,1.8491334,-1.317399,-1.1768551,-0.6557858,-1.8792934,-1.0505131,-0.8981029,2.0192473,-1.8792934,-0.8910399,1.7847707,-1.8792934,1.6300465,0.5352551,0.5643595,-1.3408525,-1.017149,-0.73457474,2.290619,-0.45825517,1.9666252,1.3998705,-1.1731828,1.13815,-1.2838116,-0.1528281,1.8606753,-1.4844583,0.9816148,-0.59991795,-1.8792934,1.495418,-0.09049359,0.9727546,0.9629111,-0.7538506,-0.097419426,-0.27134976,-0.11061156,-1.8792934,2.0739198,-1.3093709,-0.23878598,-0.36117798,-1.0931361,0.66435647,1.0792711,0.56965214,1.4561193,1.5232321
cell_555,0.06271511,-0.46915525,-0.85035807,0.34052438,0.070344895,-1.5207951,-0.3795082,-1.0321585,-1.2365913,2.3521974,-1.8792934,-1.0303394,2.1495013,-0.80442536,0.03234741,1.6211227,2.5214071,-0.22445244,0.27719563,-1.1129792,1.7710475,0.6225087,-0.6461476,-0.042788245,0.22661304,-1.161678,-1.1030747,-0.0069522895,-0.100707,-1.3006754,0.2608562,-1.40975,0.77041674,0.11571407,0.851248,-1.2515371,-0.35733646,-0.07584721,-0.5926067,0.30044276,1.3528641,1.0866729,-0.56937844,0.4446285,-0.33589166,-0.77612793,1.5888134,-0.51773894,0.1892088,-0.72144485,0.031050779,0.11288415,-0.019488867,-1.3362727,-0.39696902,0.10410309,0.32499883,0.42334145,-1.726561,1.3218386,-1.2421274,-0.2515651,-0.8372843,-1.8792934,-1.4528967,-1.8792934,2.3190362,0.27399915,0.027628422,1.170867,0.105242565,-0.3775248,1.5499135,0.258471,-0.19111045,-1.1980661,-1.0308342,-0.9340674,-1.2597938,1.0918336,-1.6107783,-1.3228436,0.27774775,0.47687298,-1.364965,0.81294954,1.3715501,-0.4115622,-0.3966728,-0.9010167,0.08191463,1.0582312,0.8649917,0.6933142,1.0751953,-0.49528474,-0.2033198,-1.2974286,-0.045133695,1.0391543
cell_556,-0.79893386,0.39056528,0.08119087,0.54858065,0.5609975,-1.6828259,-0.7227536,0.08852522,-0.58107215,1.3462211,-1.3068573,-0.17004988,1.1958956,0.21644579,0.2222402,0.16005212,1.7263931,-0.74434555,-0.8252735,-1.0415077,1.1044453,0.55611473,0.5395286,-0.6157942,0.08453282,-1.0106487,-0.9538307,0.12668636,0.42233777,0.04581426,0.8236754,-1.0346634,0.15498358,0.07084942,0.7177039,-1.4929926,0.00460124,0.81800276,1.0747879,1.1249607,0.39874077,0.8283591,0.20221081,0.83380675,-0.5602547,-0.4424944,0.67286617,0.2701758,1.1728946,-0.42516384,-0.6254335,-0.51952696,-0.27034548,-1.8067104,-0.0042611957,0.3824105,-0.75911415,-0.22271301,-0.34540737,1.8056532,-0.34041518,-1.073482,-0.31663305,-1.6217146,-1.483625,-1.5101844,1.2270113,-0.08257881,0.46150818,0.3688388,-0.3454455,0.10489988,0.53995717,0.19096546,-0.15641415,0.17466393,-1.2405999,-1.5682617,-1.6476469,-0.022629485,-1.3255212,-0.39226735,0.083683565,0.5965315,-0.45626882,1.6959262,1.1472559,-0.5524797,-0.3539148,-0.90038574,0.13118273,0.61257666,1.9185435,0.87585783,-0.18552336,0.37775803,0.5742409,-1.8792934,-0.32050094,0.9276993
cell_557,1.7280873,0.97884697,-1.4650216,0.9595439,0.5567967,-1.8792934,-1.8792934,2.1555,-1.0805881,-0.23500825,0.8050657,-1.8792934,0.3771221,-0.5429064,-0.66993517,-1.3674355,-0.5584075,-0.94926214,-0.26061496,0.9604954,-0.8758773,-1.823661,0.8985446,1.7475812,-0.72280645,1.5085377,-0.92013764,-1.2094173,-1.8792934,1.4169538,2.0574038,-1.3138623,-0.15177819,0.7093868,0.66181123,1.2827638,-1.3970544,-0.11286631,-1.3516891,-0.12797779,-1.1631453,0.6511959,-0.39658317,0.70290935,-0.32704487,0.98098123,0.365311,0.9495675,0.5383536,-0.93939006,1.1193999,-1.8792934,-0.64247936,-1.2812028,-1.4890958,-1.3112636,-1.329204,1.6491756,-1.8792934,-0.39498135,1.7921964,-1.8792934,0.85017717,0.5890818,1.1360978,-1.0632466,-0.34516865,-0.6845178,1.6298023,-0.14198427,2.5307255,0.89796555,-0.3512674,0.9779378,-0.6061251,0.6164051,1.5956756,-1.262292,1.1217039,-0.79511106,-1.5667664,0.49270415,0.62007433,1.097201,-0.22001034,-0.42839748,0.4943267,-0.83469296,-0.40936568,-1.3008735,1.4267169,-1.678596,-0.21953297,-0.8735962,-0.8687008,0.4817034,1.1050764,-0.20462644,0.24984044,0.41494435
cell_558,0.9031736,-1.4906772,2.5825949,-0.22089851,-1.857895,-0.52243096,-1.5781132,0.6232145,-0.41205356,0.80574965,-0.26381657,-1.8792934,-0.060106993,0.19079879,-0.6147438,-0.17360643,0.21185707,2.9759505,1.3885598,-0.23540786,0.836372,2.2966948,1.3158395,0.7102702,1.8628389,0.17578667,0.75581473,0.46399978,0.10086781,-0.47416198,0.34931332,1.6236103,0.1539458,-1.8792934,-0.25785494,-0.063627,-1.706575,0.15261576,-0.33980078,0.8159431,0.8251578,-1.8792934,1.3597229,1.764145,-1.1492101,-1.6289471,-1.0908273,-1.2619092,-0.2975421,0.61334074,-0.027392298,-1.3510445,2.6896589,-1.2913408,0.4241345,-0.009941101,-1.1149821,2.827746,-1.6544982,0.90578926,0.09027496,-1.8792934,-0.08396876,0.53478193,0.020670667,-0.057468623,0.7051977,0.21555611,0.4898334,1.1099124,0.77420115,0.87448484,-0.49084732,-1.30437,2.4500744,1.8624711,-0.511186,-0.19379577,-0.5681404,-0.24238801,-1.1675577,0.16628915,1.5670302,0.8004663,-1.4678801,2.017217,1.1261142,-1.8792934,1.2141018,0.38434276,-0.642571,2.2506213,2.2839093,-0.64729524,-1.772212,0.0019170344,0.066982016,-0.2960769,-0.41100696,0.6643834
cell_559,-1.1407313,-0.028545082,0.4811581,0.13725561,0.5361699,-1.3777335,-1.1146731,0.9835666,-0.29727763,0.39502794,0.47165906,0.9912574,0.54698855,1.7826416,2.1356308,-1.0161508,0.78383726,-0.17646176,0.28501546,-1.8792934,1.2951453,0.28787202,1.5446066,-0.28218597,-0.09269908,-1.8398205,-0.56710714,1.9704545,0.94296813,1.2886034,1.5070608,-0.5204173,1.2756337,1.1975448,0.7953092,-1.5838197,-1.8792934,1.407001,1.5129933,2.6208298,-0.41937727,0.43749118,1.7697413,1.4007964,0.8521531,0.53036594,0.25895226,1.1419773,2.181375,-0.8889239,-1.7745535,-0.28472975,-0.730719,-1.4482284,0.27784443,0.88231975,-1.6741394,0.38125786,-0.17280936,1.528049,-0.376299,0.36145425,-1.3532178,-1.3894379,-1.52985,-0.5368722,0.13159357,0.3937837,1.2893198,0.24618587,0.2561342,-0.7382543,1.2106295,0.6957217,1.4230437,1.4767991,0.45457733,-0.7329635,-1.8792934,0.710053,-1.7605141,-1.0774724,1.2742015,1.1091579,1.097841,0.97027683,1.7223713,0.35939264,-0.94063807,-0.26314634,0.90661466,0.37809756,1.0958796,2.4013445,-0.26244226,-0.19589907,1.9424874,-1.8792934,-1.4101946,0.9889482
cell_560,2.6752858,1.2918282,-0.9280362,0.9120816,1.0237752,-1.4608212,-1.8792934,3.3502023,0.046292037,-1.3178372,1.3846334,-1.7158666,-0.94386435,0.24573714,-0.41162026,-1.8792934,-1.6325432,-1.3247085,-1.1283003,1.5899705,-1.8792934,-1.8792934,1.5585504,1.7225564,-1.3486773,0.98987794,-0.522048,-0.5736133,-1.8792934,2.4384403,1.8141989,-1.8792934,-1.7987746,0.9769034,0.8784144,1.591578,-1.663833,-0.43042234,-0.38118047,0.03221467,-1.8792934,0.8879416,0.4110164,-0.10200484,-0.009933338,1.751637,0.52355283,0.45477077,1.7956238,-0.1500302,1.3221819,-1.8792934,-1.2281367,-1.0226194,-1.8792934,-0.059163205,-1.5380534,1.4524753,-0.15085256,-0.97583306,2.399072,-1.5552106,1.5733277,-0.5651183,0.75029606,-0.902398,-1.548287,-1.8792934,1.4182533,-1.033359,2.1328115,-0.15711242,-1.2536557,1.43023,-0.7209896,1.6989369,1.4960067,-1.6607301,1.3256847,-0.6673472,-1.673596,0.88036484,0.86829185,0.82121146,1.2086846,-0.7834983,-0.28780377,-0.53285956,-1.0107626,-1.537779,2.140105,-1.8792934,-1.3377576,-0.6958767,-0.24121007,1.3021142,0.9145872,0.4656921,0.5255263,1.2059164
cell_561,6.06665,-0.7915647,11.195358,-1.8792934,0.50486743,15.832533,-1.8792934,-1.8792934,3.6025696,6.321341,-1.8792934,1.7689396,-1.8792934,6.716594,-1.8646317,8.600318,2.776687,7.2333746,-1.8792934,0.17807883,-1.8792934,15.570537,2.6419594,4.906164,-1.8792934,-1.8792934,5.0689063,-1.8792934,-1.8792934,-1.8792934,-1.8792934,-1.8792934,-1.8792934,-1.8792934,3.5489733,-1.8792934,-1.8792934,-1.8792934,5.55772,3.7261357,-1.1864736,7.1529827,-0.87795365,-1.8792934,-1.8792934,5.46837,-1.8792934,-1.7801101,-1.8792934,0.14913595,2.5914142,2.8176446,6.1116285,7.7036076,-1.8792934,17.829649,-1.8792934,1.1832346,2.9892333,-1.8792934,-1.8792934,3.358439,7.567748,-1.8792934,-1.8792934,-1.8792934,3.2806492,-1.8792934,0.09762505,4.9321074,-1.8792934,-1.8792934,0.16671127,-1.8792934,-1.8792934,0.098188564,-0.7864511,3.7786727,8.623949,7.6383886,7.6968117,9.08365,-1.8792934,0.7426133,-1.8792934,-1.8792934,-1.0760503,-1.8792934,-0.069693856,13.478668,9.564665,-1.8792934,-1.8792934,-1.8792934,8.258921,6.704799,4.504192,7.5512166,-1.8792934,19.436764
cell_562,1.7336996,0.38853645,-1.8792934,2.409028,0.8555387,-1.8792934,-1.8792934,-0.20197426,1.252399,-0.3080706,0.40772977,0.4082607,-0.029348314,-1.289475,2.4462595,1.370037,2.2909937,1.3025799,0.82270217,-0.982896,0.17676158,-0.49392265,0.9953991,1.1492996,-0.89040744,0.4686545,-1.0223037,-1.122715,-1.8792934,-0.49229515,0.3280719,-1.4140494,0.9796268,0.39390206,1.2190521,0.7313979,1.1809787,1.9734457,-1.7903532,-1.1725352,-1.8792934,2.1313276,-1.8474873,0.14971289,-1.8792934,0.4388146,-1.8792934,-0.48609388,-0.95176816,1.3652074,0.7885993,-1.2371831,-0.73710436,1.2199241,-1.2295785,-0.6089188,0.16667382,-1.8295248,-1.297381,-1.1393793,-0.5054051,-0.13588724,-1.7239311,-0.26427624,1.7541848,-1.5697106,0.29180655,2.6511624,-1.5671742,1.0055001,-0.06459707,0.016083509,3.0081043,-1.8792934,-0.3353662,-1.8792934,1.3050252,-1.1876574,1.9360297,0.96507704,-1.8569366,1.1191243,0.59049916,-1.4974571,0.6684629,0.104437865,-0.36893353,-1.8792934,1.6211138,-1.6875969,-1.8792934,-0.7204148,0.623064,1.5071964,2.6910086,-1.4394994,1.4684949,0.26259992,-0.36808586,-1.8792934
cell_563,1.8405119,0.35906574,1.9120454,-1.5688106,1.9244074,1.09691,-0.031345695,0.876996,1.6576602,1.2463127,-1.8792934,-0.14411287,-0.42306998,2.0489066,-1.5416667,0.56919086,-0.3541889,0.23996577,-1.056977,-0.0007202029,-0.3939428,0.75324,2.3976552,1.0351737,-0.5112759,-1.2852701,1.0257003,1.6744425,1.0541642,1.9574425,2.1019468,1.5780354,-0.37592137,-1.6994231,-1.8792934,-0.615913,0.61906826,1.0000222,1.7372673,0.20593177,2.6427546,0.57360363,2.528234,0.98453766,-1.2381428,0.94498056,-1.062686,-1.8608859,-0.45788795,-0.9966159,1.1118277,-0.3354849,1.7468023,0.05887592,0.8062552,0.6730052,-1.0978117,-1.4150918,1.5398802,-0.17394638,0.2706473,-1.0736663,1.7409837,0.8164191,-1.6237278,-1.8792934,-0.3268252,-1.8792934,0.88571984,-0.94687474,-1.7623734,-0.28028628,-0.78015065,-0.44747472,-0.71998703,1.9404987,0.9436075,-0.11293927,-0.5419104,1.8168854,-1.0659285,1.1735313,-1.1739262,-1.8792934,0.37170237,1.8581448,-0.41243953,-0.86739045,0.9399726,-0.78673106,0.82233953,1.3915299,0.6754293,-0.34635633,-1.8792934,1.647957,0.9630227,0.5361534,-1.8792934,1.104273
cell_564,2.081075,-0.28093457,1.6628703,-1.8792934,2.005056,1.0834508,-0.0007495284,1.4795681,1.4176637,0.92381924,-0.39878452,0.314178,-1.8632121,1.2530252,-1.8792934,0.6131369,-0.7709699,0.33030257,-0.36411563,-0.34856123,-1.0373836,0.9290075,2.3465164,0.93201303,0.34348428,-1.8792934,-0.25383574,1.2068819,0.6058781,1.5282489,2.5079575,2.0374084,-0.82819504,-1.8792934,-1.4338046,0.12361659,-0.19915248,0.40910867,1.5423565,0.030372731,1.8288785,-0.22194453,1.9449235,1.5734005,-1.6000979,0.9395131,-1.8250967,-1.4469678,0.743406,0.04405719,0.63210154,-1.41329,1.9307232,0.2917089,0.7930751,0.34165013,-1.8792934,-1.0615572,1.4509472,-1.2262805,-0.20422484,-1.4774784,2.0986576,0.023075908,-1.8792934,-1.399145,-0.70882,-1.8792934,1.4592156,-0.64392,-1.2178719,-0.7744154,-0.30221242,-0.23847742,0.0027896091,2.744093,0.9544075,-0.017326236,-0.22701149,1.9828405,-1.5876987,1.4284275,-1.2141309,-1.5780516,-0.090488315,2.2865493,-0.86741465,-1.5848961,0.5987304,-0.67021513,0.93810964,0.91032577,0.9566188,-0.41547996,-1.8792934,1.2377877,0.3937636,1.3522532,-1.8792934,1.0052106
cell_565,1.320009,-1.1116529,0.7999512,-1.5090545,-0.1891905,-1.0060451,-1.8792934,2.4990234,-0.9981025,-0.46311936,0.4967276,-0.9673946,-1.6473675,-1.0024636,0.16428947,0.7313964,-0.42895246,1.2165582,2.9042978,-1.5439004,1.6398184,-1.5913757,2.6096926,-0.67011017,1.6717693,-1.1514277,-0.85043323,0.8141608,-0.05840826,1.678406,1.1755674,1.069978,-0.114272356,-1.522272,1.0608906,-1.0478843,-1.8792934,-0.9782593,-0.5465156,1.4500659,0.5283154,-1.8792934,-0.61945105,1.2307581,1.1554403,-1.5153601,0.45705748,-0.5073807,1.0948439,1.0383294,0.7348044,-1.8792934,0.6892916,-1.6700935,-0.92388034,0.5157341,-1.0222535,2.4282382,-0.56808496,2.196493,1.1466838,-1.8792934,-1.4693996,-1.8792934,-0.6717305,1.0910959,0.8046567,-1.7478167,1.3681173,0.6849901,1.717506,-0.64776975,1.4177977,-0.2851233,2.3482866,1.9395367,-1.1423079,-1.8286471,-1.7944683,0.5909952,-1.1933635,-1.5263741,2.0465775,1.0710336,0.12457954,1.4510579,1.6534464,-1.6679659,-1.1856694,1.1640818,0.14779896,1.4717741,2.2775974,1.5705669,-0.036166042,-1.7752122,-0.86137635,-1.8792934,-0.4147504,0.8081782
cell_566,0.9415293,0.5441177,0.8475077,-0.02407217,1.0475919,-0.61745864,-1.8792934,1.8145013,-0.8922807,0.25507528,0.07318151,0.4665861,-1.8792934,1.3073169,1.5858862,-1.8296462,0.06638384,-0.5281076,0.98969936,-1.0854839,1.5627495,-1.2804441,2.2898655,-1.4007508,0.37442642,-1.8792934,-1.2264428,2.148846,0.9019972,2.9141004,1.801574,-0.4876688,0.8127258,0.6676225,1.4525287,-0.973117,-1.8792934,0.19590285,1.9601493,2.5423164,-1.3166441,0.550894,1.0409204,2.0424504,2.184975,0.12956321,0.29657176,0.8056633,2.505136,0.27168274,-1.4707551,-0.94671035,-1.1761143,-1.0247083,-0.8171909,0.41022524,-1.641118,0.12807722,1.7034342,0.9347419,1.2168012,-0.2685754,-1.1340437,-1.8792934,-1.2252802,-0.22305918,0.18780479,-1.8792934,1.6713537,-0.51575136,1.1616577,-1.6287555,0.94733,1.8283546,0.69605553,1.6557174,0.290222,-1.699953,-1.3683233,1.2559007,-1.8792934,-1.0111423,1.1374472,0.771141,1.8699012,0.14479133,1.1309428,0.30293512,-1.6870191,0.10906469,2.0095658,-0.6151216,0.80253243,2.3242729,0.3795358,-0.44483775,1.3240709,-1.8792934,-1.8792934,2.4885242
cell_567,-0.33038092,-0.59654665,-0.2556031,-1.1831609,1.2373401,-1.8627121,-1.731102,1.6261557,1.1789842,0.34551004,0.17666051,-1.5894234,-0.853453,1.2025864,1.6398083,-0.35986543,0.8164015,-0.45532656,0.5268257,-1.4305285,0.5954378,-0.46395946,1.2076346,1.3396411,1.2962418,-1.1364746,-1.8792934,-0.54536706,0.36832047,1.3436613,1.7837148,-0.6014035,-1.4845762,0.84641373,-0.022090346,-0.4089104,-1.6958069,-0.15361819,1.5976313,-0.41177508,-1.1470805,1.421293,-0.15144554,-0.40923852,-0.9096193,-0.80002713,0.8401286,1.5513668,2.4394238,0.8999051,-0.9907627,-1.6402134,0.6512804,0.3248111,-1.0339615,0.895483,-1.8792934,-0.26416534,0.87221575,1.803724,0.36724687,0.051377982,0.37350228,-1.8792934,-0.8623831,-0.28094,-0.11149185,-1.8792934,0.091655284,-0.15011871,0.7673076,-1.2883689,1.7396977,-1.1359825,-0.8120403,2.3335595,-0.7842243,0.121574834,-1.5757666,0.22744751,-1.350327,-1.0920584,0.1429281,-1.0633848,-0.5755823,0.06682232,1.0156692,-1.2169604,-1.3769324,1.1974676,1.1758317,-0.7914992,-0.80501723,0.35595137,1.5506346,0.2369726,1.7926209,-1.4535671,-1.4779325,2.1478336
cell_568,-1.8792934,-1.1499811,-1.707864,0.35213828,1.3268795,-1.8233904,0.06335515,2.3313267,-1.5928664,0.35008377,1.1461431,0.4923326,1.9989971,-1.1630774,-1.0406784,0.4394547,-0.5220592,-1.106976,-1.7756593,0.3649107,-1.2405056,-0.83194345,-0.7484296,1.5558182,-1.4705068,0.51844406,1.6144764,-0.42615548,-1.8451778,-1.0631073,1.6168065,-0.362926,0.8095477,-1.7075697,1.1863186,2.6784587,0.24601904,-1.8792934,-0.5717211,-1.8792934,1.7250549,-1.4092928,-1.805303,2.101082,1.4021909,-0.36228338,-1.2231252,0.07083064,2.7866788,-1.0616018,-0.1538806,-0.866791,-0.6143124,-1.2929657,0.84261864,-1.1764958,-1.8792934,-0.75898546,-1.8442976,-0.73695964,-0.76939946,0.39963067,0.85844624,-1.3147297,-0.6296377,0.9414087,-0.62369037,-1.3764594,-1.8792934,-1.8792934,0.81330657,-1.8404683,0.76141864,-0.4743883,1.9998003,-0.07720098,0.72319233,1.6116416,-1.8766137,-1.0038987,0.4304024,0.51288444,-0.5997563,-1.4961804,-1.8792934,2.0531118,-1.5672238,1.0281733,2.7055957,-0.86639696,-0.96963876,-0.7784091,1.6555874,1.5924244,-0.11886987,1.4571067,-1.3572952,-0.10498755,1.3527863,-1.5674874
cell_569,1.8892468,0.5699033,-0.5364758,0.5232254,0.963408,-1.8792934,-1.8792934,2.7187836,-0.3186831,-1.3441263,1.2863091,-1.6088592,-0.19746864,0.0061865747,0.089652896,-0.8918371,-0.8165184,-1.7122849,-0.35541096,0.56138873,-1.8399382,-1.8792934,1.2287279,1.9566708,-1.237327,1.1482866,-1.0184485,-1.1955268,-1.8792934,1.2810566,1.1009741,-1.504069,-1.1333582,0.8080575,0.55054486,1.254596,-0.67676616,-0.5895094,-1.2994052,0.1136671,-1.6378477,1.2044886,-0.3325038,-0.044269025,-1.1445336,1.0318562,0.010545865,0.060534924,0.80329806,-0.50846666,1.6891348,-1.8792934,-0.84196126,-0.63216186,-1.8792934,-0.7566625,-1.4962292,1.5775928,-0.94747615,-0.50556904,1.3050805,-1.7561692,1.2652864,-0.57880414,1.6051829,-1.2563069,-1.3902352,-0.89770305,0.6148357,0.14858013,2.0268672,0.126677,-0.5128786,0.3985019,-0.9512284,0.59194106,1.5795878,-1.1770295,0.39555943,-0.06271714,-1.8087709,1.3358951,0.5617575,1.0534774,0.52321994,-0.26296252,0.2302165,-1.2393197,-0.3145144,-1.2303914,1.3411039,-1.8792934,-0.26182616,-0.67964625,-0.120042846,1.3629217,0.9696238,0.35521322,-0.041481614,1.1544772
