,importance score
PLAA,0.009933446725873155
IFT74,0.0032420464485322757
MOB3B,0.0022509220904693233
C9orf72,0.0011454894905222192
LINGO2,0.03294994736443706
ACO1,0.003268986375533862
DDX58,0.004849778943938858
TOPORS,0.0032011024581551223
NDUFB6,0.0008259618199428205
APTX,0.0029246698951252187
DNAJA1,0.07948954971636976
SMU1,0.0005079916851479257
B4GALT1,0.01444836607431992
BAG1,0.001011764662701749
CHMP5,0.0014443172167664421
NFX1,0.004507558774710335
AQP3,0.00238624432663736
UBE2R2,0.0050663422967115925
UBAP2,0.00036917051779852497
UBAP1,0.005616917020982746
NUDT2,0.004867938399001263
FAM219A,0.00655384896152206
GALT,0.009640626397180885
IL11RA,0.0006805399972443333
AL162231.2,0.00309785360320525
VCP,0.014523076906250187
PIGO,0.0021592989241965782
FAM214B,0.0007089731399382536
RUSC2,0.0017288996174498017
CD72,0.005440249195813417
SIT1,0.0024737324784546246
CCDC107,0.0010548963126051339
TLN1,0.01150690997951694
GBA2,0.0029440235955695833
RGP1,0.0007678450687635459
TMEM8B,0.000633750453872745
RECK,0.0013727684666191755
GLIPR2,0.009611413463651339
CLTA,0.0024233782284849774
GNE,0.003200054920437
RNF38,0.005704693365667236
PAX5,0.0013671808360306225
AL161781.2,0.0022018142565949396
EBLN3P,0.01098142547567015
ZCCHC7,0.007359093642250536
GRHPR,0.0047625429512501375
ZBTB5,4.941249726024556e-05
POLR1E,0.00481290038883543
FBXO10,0.0018656059513803302
TOMM5,0.0003373229101017811
TRMT10B,0.0006314083986904348
EXOSC3,0.001029963799763014
DCAF10,0.006031685335081118
SLC25A51,0.0017033917331348023
SHB,0.009633255520060667
ANKRD18A,0.0025522066679500533
CBWD5,0.0009076339017029012
CBWD3,0.004909563924836499
PIP5K1B,0.0014763481172256994
FXN,0.0036901076997699137
TJP2,0.0022853936564240533
PTAR1,0.0006806564472352972
SMC5,0.010266829608149003
KLF9,0.0004036141362381738
CEMIP2,0.024094601390735083
ABHD17B,0.001577972358244296
C9orf85,0.0011050598431729488
LINC01504,0.008941509643998237
ZFAND5,0.04502230353648893
ANXA1,0.09355118120643402
C9orf40,0.0026562043438195654
CARNMT1,0.00016684600399110224
NMRK1,0.0005294567087580282
OSTF1,0.009622741318591836
PCSK5,0.03683234055947311
GCNT1,0.0025246078833619434
VPS13A,0.003328748322357635
GNAQ,0.04972772187935448
CEP78,0.0014856019338113065
TLE4,0.015363440108245937
TLE1,0.003175983219826796
FRMD3,0.00220723386004494
IDNK,0.004065774196210616
UBQLN1,0.005292327419025747
GKAP1,0.0036885487522497883
KIF27,9.144984734132558e-05
HNRNPK,0.0071057160646633664
AL354733.3,0.00018111348261137648
AGTPBP1,0.002934285910547961
NAA35,0.0027945338027882054
ISCA1,0.009390888504133405
TUT7,0.009042414795668556
DAPK1,0.035795008111346005
SPIN1,0.0033086888000446175
CKS2,0.00018647841551468016
SECISBP2,0.0026452017055952335
SEMA4D,0.0005457554462029954
GADD45G,0.0011793720999181518
SYK,0.016606642007250212
AUH,0.003601038236961253
NFIL3,0.008312737493121178
SPTLC1,0.003079992962625884
IARS,0.00021711425569593035
NOL8,0.005451612362134407
CENPP,0.0009117190440251602
IPPK,0.006103113523695327
BICD2,0.00191459800091398
ZNF484,0.007660902394816503
FGD3,0.0033496356945817685
SUSD3,0.0041412292847941255
CARD19,0.003872944329269222
NINJ1,0.005049019518349372
FAM120AOS,0.004168129684146624
FAM120A,0.012621237059721322
PHF2,0.0004736162178671584
PTPDC1,0.000137223243758932
AL158152.1,0.00015519427484200448
ZNF169,0.0023794599802961186
MFSD14B,0.0013074406404577714
FBP1,0.00219122639538555
AOPEP,0.001693470550437864
FANCC,0.0015202941367513077
PTCH1,0.0005086917180910583
LINC00476,0.0004573117601579844
ERCC6L2,0.00037738509235582713
ZNF367,0.0005555885132601538
HABP4,0.00884765055295914
PRXL2C,0.00494173691443706
ZNF510,0.0015012672130064284
ZNF782,0.002431050566314023
MFSD14C,0.0008534947100698306
CCDC180,0.0072964144479611085
TDRD7,0.003308062243461453
TSTD2,0.0046102412215126365
NCBP1,0.00449482582808412
XPA,0.0009118577165394873
TRMO,0.019050183649899716
AL499604.1,0.005930024897992074
ANP32B,0.0028610663624152027
NANS,0.0012473348569999622
TRIM14,0.0014709955364126677
CORO2A,0.004101441258643633
TBC1D2,0.0010390442225020702
ANKS6,0.002276486434545462
GALNT12,0.0005401359255632725
TGFBR1,0.004416893135906137
SEC61B,0.005160362456273307
STX17-AS1,0.00029953367218005374
NR4A3,0.015227033272664448
STX17,0.004000895759564048
ERP44,0.004624770916108038
INVS,0.003914805295861766
TEX10,0.0021209116271122506
ZNF189,0.005013590139196358
RNF20,0.0046108292136072745
SMC2,0.0009512241420392127
NIPSNAP3A,0.001097581396943237
ABCA1,0.009817886320004592
SLC44A1,0.0033974726052818796
FKTN,0.00015629205101812133
TMEM38B,0.0026153049996433912
LINC01505,0.0020499391893272793
RAD23B,0.0015661468369993243
KLF4,0.06327142263364399
ELP1,0.0005329918571900805
CTNNAL1,0.0046344807132665975
TMEM245,0.0023678348239938264
PALM2-AKAP2,0.0014831789785814595
TXN,0.003725076768290736
ECPAS,0.01964649940177745
ZNF483,0.002146410875276252
DNAJC25,0.0005501266586783687
GNG10,0.010419315332784106
UGCG,0.00033904173805004507
SUSD1,0.011677968203905476
PTBP3,0.009570350382150233
HSDL2,0.0013082596575533993
KIAA1958,0.008462681164396302
INIP,0.0018035830182215507
SNX30,0.000372544874174114
FKBP15,0.0013219181726675242
SLC31A1,0.0057529803898884796
PRPF4,0.0003772835483776233
POLE3,0.002750539256660108
RGS3,0.0011529338191059414
ZNF618,0.0004169836027390698
AKNA,0.007314383278583333
WHRN,0.00017940060129254472
ATP6V1G1,0.0005875662589202493
TMEM268,0.0024228343193156967
TNFSF8,0.006111699583767566
ASTN2,0.013642437706639123
TLR4,0.0018922818543284346
CDK5RAP2,0.000984996187206073
MEGF9,0.011983947252571334
FBXW2,0.014067823452665709
PSMD5,2.8241359574935632e-05
PHF19,0.0008281477843105444
TRAF1,0.009731851189147126
CNTRL,0.0013842557529974322
RAB14,0.012068975262049635
GSN,0.00024061984278440278
STOM,0.0006078260232834113
RBM18,0.0056911130955003735
MRRF,0.0009226746549715897
RC3H2,0.04546493226244893
RABGAP1,0.006763260864536309
STRBP,0.0012923294475491647
DENND1A,0.0036252878311356525
NEK6,0.026875360798701578
PSMB7,0.00034561230075383305
NR6A1,0.007388423719209409
RPL35,0.011146706768712555
ARPC5L,0.007442827120746285
GOLGA1,0.0003510817675274232
SCAI,0.0014751826578513396
PPP6C,0.006026963973044626
RABEPK,0.008338000270350874
HSPA5,0.0101928666902739
GAPVD1,0.007702909642684851
MAPKAP1,0.0025926576718393055
PBX3,0.0012943464122275134
MVB12B,0.007368662319873744
ZBTB43,0.005049191848201812
RALGPS1,0.011087018618385505
RPL12,0.007086808774234388
LRSAM1,0.005798679563937464
NIBAN2,0.00037714484643871815
STXBP1,0.0010457640389095987
SH2D3C,0.015569577961475914
CDK9,0.0061561168942058314
FPGS,0.011872570823588467
ENG,0.005814980900802134
AL162586.1,0.0030512254657459785
AK1,0.008449182060495618
ST6GALNAC6,0.005110030459093612
ST6GALNAC4,0.00950565982570329
FAM102A,0.003890488933862204
SLC25A25,0.01184538117312361
SLC25A25-AS1,0.0021950325824853937
PTGES2,0.0038866654444467035
C9orf16,0.00038945940745818344
CIZ1,0.0021972427637978954
GOLGA2,0.007865172803463997
SWI5,0.005359336300222627
TRUB2,0.003309947509743693
COQ4,0.002906748479149809
URM1,0.006951107990938881
ODF2,0.005004364726585265
GLE1,0.002684879267247731
SPTAN1,0.001447813749046859
HMGA1P4,0.011049984497117641
SET,0.0005977693179618261
ZER1,0.0012663384157905549
TBC1D13,0.0019043544606154705
SPOUT1,0.0008070127319584901
KYAT1,0.0008254320933374298
LRRC8A,0.004360694591893599
NUP188,0.020824800381901206
SH3GLB2,0.00020563993586113398
MIGA2,0.00889219252882565
PTPA,0.00010960152266608475
IER5L,0.00286452353514493
LINC00963,0.0040880684113982265
NTMT1,0.0007141922504505196
TOR1B,0.01068447845654052
C9orf78,0.00962693455501206
USP20,0.007178113305708287
FNBP1,0.028137170620566723
GPR107,0.002793189375390559
FUBP3,0.00014653607702747693
EXOSC2,0.0016577572593242241
ABL1,0.0018893442075217308
LAMC3,0.003251652321324752
NUP214,0.005510701101269338
AL157938.2,0.001962186767716186
FAM78A,0.0009133038961726747
PRRC2B,0.0045007659463927084
POMT1,0.0018418177915395042
UCK1,0.004111598409797645
RAPGEF1,0.12002305493561691
MED27,0.0011069878054865915
SETX,0.01741270431238473
TTF1,0.0026419004590895927
DDX31,0.004195998106039868
GTF3C4,0.0052079183511450355
TSC1,0.004489039894730706
GTF3C5,0.005800608982202351
RALGDS,0.001363571872925227
SURF6,0.006209153131730158
MED22,0.0003462946343258198
RPL7A,0.0009227437293045876
SURF1,0.002160276092654927
SURF4,0.008961027091538357
REXO4,0.00040130983367707895
SLC2A6,0.056939568780148664
SARDH,0.0005068491325768547
VAV2,0.0010118398854275469
BRD3,0.0005730490748829428
WDR5,0.0036549577634314976
RXRA,0.010958275626432602
FCN1,0.01531185983258668
CAMSAP1,0.00468093076250781
UBAC1,0.001108917904348706
NACC2,0.008986903382385392
QSOX2,0.0024298934626156422
GPSM1,0.002153681805717628
SNAPC4,0.0007211972849206506
ENTR1,0.010576505950833991
PMPCA,0.0027452471874606153
INPP5E,0.0016485769166553444
SEC16A,0.0031150092833684764
NOTCH1,3.376609686214275e-05
AGPAT2,0.0008555730286494661
SNHG7,0.00498545874031124
RABL6,0.00030960443902033896
PHPT1,0.005187757422309473
EDF1,0.001269109073803439
TRAF2,0.0028433039879361775
FBXW5,0.0016796381847073198
PTGDS,0.008529078117106176
PAXX,7.440056168544989e-06
CLIC3,0.002272461549299174
ABCA2,0.003722533823996267
NPDC1,0.003218796402943713
UAP1L1,0.0031972012605732663
MAN1B1,0.0005247979924982882
DPP7,0.0022290671600920975
ANAPC2,0.0014548856927146835
SSNA1,0.002401543691631902
NDOR1,0.0008537131611048221
BX255925.3,8.01166346535016e-05
TUBB4B,0.004105787834600695
NELFB,0.003404972639058046
EXD3,0.0014567129543921551
NOXA1,0.0008874389444372605
NSMF,0.013963909506197386
PNPLA7,0.00036481633470447725
MRPL41,0.00032124616931998064
DPH7,0.012978641039243585
ARRDC1,0.004140101810161936
EHMT1,0.0017108778825837907
ZMYND11,0.0023139198799729155
DIP2C,0.0024138214760014588
LARP4B,0.005738445284915012
GTPBP4,0.004869369464133509
IDI2-AS1,0.0010566442221685052
IDI1,0.00025843992908723625
WDR37,0.0065578575610749645
ADARB2,0.0005552800039908001
PFKP,0.0026206225743211284
PITRM1,0.0006029145663297888
KLF6,0.13890071126814466
NET1,0.004012095404501462
TASOR2,0.009854751183843434
GDI2,0.0015125896606893907
FBH1,0.0009225124159008756
IL15RA,0.001684006133470976
IL2RA,0.005184699673636925
RBM17,0.0008675867857160047
PFKFB3,0.009569637587661382
LINC02649,0.0006641084151191546
PRKCQ,0.0001109357450611128
PRKCQ-AS1,0.007911873228833459
SFMBT2,0.02418069109075625
KIN,0.004544064814253054
ATP5F1C,7.168548221404325e-05
TAF3,0.002923999961600026
GATA3,0.0013965805858922385
CELF2,0.0038726902669988083
USP6NL,0.025499655972913683
PROSER2,0.002499874435360574
UPF2,0.008941266834635628
DHTKD1,0.0029173211598563457
SEC61A2,0.0010338455150002797
NUDT5,0.0033360448322569468
CDC123,0.006975158986850983
CAMK1D,0.03861266026965725
OPTN,0.0070603046585272266
PHYH,0.005738551799497757
SEPHS1,0.00031097759613555166
PRPF18,6.045553557921545e-05
AL157392.3,0.0037925157888528366
FRMD4A,0.0022264152575148695
FAM107B,0.03883135575917701
HSPA14.1,0.00588704627836084
DCLRE1C,0.0031855681921878275
RPP38,0.0005653146203773126
NMT2,0.006076004935612769
MINDY3,0.009173493005675205
PTER,0.00021427040887982677
RSU1,1.549188795660597e-05
CUBN,0.00026035739293842953
TRDMT1,0.001032391651436143
VIM-AS1,0.0005271121882830333
VIM,0.00404819444888883
ST8SIA6,0.0030306641194469495
STAM,0.00014734432826724514
AL450384.2,0.0006500080043490581
NSUN6,0.0007887263502720564
ARL5B,0.0011301319995058359
PLXDC2,0.0005116018272960226
MLLT10,0.007545653543115713
DNAJC1,0.018446142479334272
COMMD3,0.019371066710583005
BMI1,0.0005070253174568098
SPAG6,0.005752223348705286
PIP4K2A,0.017414154961368014
OTUD1,0.004468855235733357
AL512603.2,0.006226701116630758
ARHGAP21,0.002912231882275874
APBB1IP,0.0055636278606483736
PDSS1,0.00103259824292156
ABI1,0.0014642963534701927
ANKRD26,9.430641874401359e-05
YME1L1,0.01638637647543777
MASTL,0.014523134586824136
ACBD5,0.008211448778619002
RAB18,0.0033073420258364025
MKX,0.0007624336083860267
MPP7,0.004859940899705059
WAC-AS1,0.0016904027209850105
WAC,0.02740275156768955
SVIL,0.00807038070529851
MTPAP,0.002998399341488752
MAP3K8,0.007935992523057524
ZNF438,0.003130219070423751
ZEB1,0.008484301508018773
ARHGAP12,0.003954420618804367
KIF5B,0.012038146001717246
EPC1,0.015931055774325527
AL391839.1,0.0001644435613154704
CCDC7,0.0007968287333318727
ITGB1,0.10424250647053009
CUL2,0.002152622124366896
CREM,0.005688850560124589
CCNY,0.00010073983858416863
ZNF248,0.002280560053466014
AL135791.1,0.004252283841622485
ZNF25,0.002228321890731195
ZNF33A,0.004404777376994679
ZNF37A,0.004813872829436342
ZNF33B,0.004937684572631677
BMS1,0.0013388990257627554
CSGALNACT2,0.012199840931468501
HNRNPF,0.008324191366582637
ZNF487,0.0020219132364602678
ZNF32,0.005507085359734904
RASSF4,0.008096000917769824
ALOX5,1.8958187042765415e-05
MARCH8,0.00030467127951744723
ZFAND4,0.004542683848578371
WASHC2C,0.0014351287005346268
AGAP4,0.001736747199551406
TIMM23,0.000961899990341163
NCOA4,0.003157500806904151
AGAP9,0.006604280325679898
MAPK8,0.0029892006788181363
ARHGAP22,0.00523986927465883
WDFY4,0.0016966161313047674
TMEM273,0.0017406016903245033
ERCC6,0.0028760310843284538
PARG,0.006561795734284408
TIMM23B,0.004494349489166637
TIMM23B-AGAP6,0.000827987175927221
WASHC2A,3.7327738443053864e-06
SGMS1,0.02141598802507514
IPMK,0.01674384464465773
CISD1,0.00037042465343025376
UBE2D1,0.007405851417261714
TFAM,0.00033029981160696495
CCDC6,0.002409816025400724
ANK3,0.005172318141769202
ARID5B,0.006005836511898992
NRBF2,0.0031556044858856457
JMJD1C,0.03521834662043551
REEP3,0.0006474980951501123
SIRT1,0.011378299898669451
HERC4,0.02021606903335786
HNRNPH3,0.007664209614976978
RUFY2,0.001798403280286885
DNA2,0.0015296484718873569
SLC25A16,0.0004561177229113339
CCAR1,0.00027709103579831487
DDX50,0.00012081889114946734
DDX21,0.004207375806885478
SRGN,0.03518784697330018
VPS26A,0.0034202105395674393
SUPV3L1,0.011024948955475698
HK1,0.010504449861827437
TYSND1,0.009450158655307673
SAR1A,0.004172785405597632
PPA1,0.001846743588456478
EIF4EBP2,0.000502587026035905
PRF1,0.004987286283675525
SGPL1,0.0028722959365248503
CDH23,0.007755858265309704
VSIR,0.0536470155664149
PSAP,0.023458560732062154
SPOCK2,0.003424880669017653
ASCC1,0.0008235555713475165
ANAPC16,0.0010017578095467908
DDIT4,0.0022934532513495514
DNAJB12,0.006114061778545439
MICU1,0.01694187557832491
MCU,0.0008710320427930459
P4HA1,0.0033014375723610973
ECD,0.0018558697290484306
FAM149B1,0.0002469671961693778
DNAJC9,0.0036971129959472186
MRPS16,0.0067057989687112915
CFAP70,0.00238246808525144
ANXA7,0.002758280137849097
PPP3CB,0.00027499981040828383
USP54,0.008920988055877297
SEC24C,0.0076220717814618425
FUT11,0.00267358794754554
ZSWIM8,0.0013759233588966585
NDST2,1.7092791694603607e-05
CAMK2G,0.003848335612379253
VCL,0.00022849089707588388
AP3M1,0.007851769657050702
ADK,0.005887510139670687
KAT6B,0.00870686891551594
SAMD8,0.02955407979177207
VDAC2,0.0066761363065682925
COMTD1,0.005973716044932635
LRMDA,0.026518118976593327
DLG5,0.005703995633895255
POLR3A,0.0038698369241321954
RPS24,0.022049556978707186
ZMIZ1,0.0006545158327132175
PPIF,0.0022341643892452284
NUTM2B-AS1,0.006260150765014809
AL135925.1,0.0029113591533872158
ANXA11,0.0100397386071545
TSPAN14,0.006766837390227867
GHITM,0.0026590589031713864
CCSER2,0.005161965778726922
WAPL,0.016986079115573722
BMPR1A,0.0014046240449161662
ADIRF-AS1,0.000512221338110957
GLUD1,0.0032611508610746556
SHLD2,0.0077480229793629295
NUTM2A-AS1,0.00043783693104571767
ATAD1,0.0009776007859975053
PTEN,0.022612957380682246
RNLS,0.0015212160451889179
STAMBPL1,0.0007128633398894764
FAS,0.001227037097955481
LIPA,0.0027657029245064563
IFIT2,0.00022464267282209697
IFIT3,0.0013490938984725002
KIF20B,0.001187451919956371
LINC01374,0.0016751499068784852
RPP30,0.002031833228594131
PCGF5,0.04306320402655821
HECTD2,0.0008578259816978817
TNKS2,0.0017064442215228123
BTAF1,0.004195437399448932
CPEB3,0.011088112938501853
MARCH5,0.0005882990773490571
IDE,0.0018011400614339427
HHEX,0.005689697509989277
EXOC6,0.008451908425261362
MYOF,0.003038322916416318
FRA10AC1,0.0013717517075447878
NOC3L,0.00043241823536594034
TBC1D12,0.0010638815283663338
HELLS,0.004166665204338345
PDLIM1,0.006064585095313664
SORBS1,0.0011093023259548963
TCTN3,0.00022724136019306438
ENTPD1,0.00022403330872629475
ENTPD1-AS1,0.00015644866202838505
CCNJ,3.1634733941007954e-05
ZNF518A,0.009776199191820987
BLNK,0.002677902548276791
TM9SF3,0.00021117946451949468
PIK3AP1,0.0036439498249700494
LCOR,0.015160248311135051
ARHGAP19,0.005637151120715312
RRP12,0.19982147855962448
PGAM1,0.001910792788226998
EXOSC1,0.0005110761511157617
MMS19,0.0047113642864665475
PI4K2A,0.0005338176199412386
ZFYVE27,0.00018506929423737562
GOLGA7B,0.004170095454770672
R3HCC1L,0.003587746860196523
PYROXD2,0.025128365803688595
HPS1,0.002855462945444711
GOT1,0.001468674683942801
SLC25A28,0.01030849471547578
CUTC,0.0019515602177664197
DNMBP,0.002360000478042378
ERLIN1,0.0013609663374229248
CHUK,0.0013179636352094236
CWF19L1,0.0015758932427519688
BLOC1S2,0.0033737051564716528
SCD,0.0018238441894403376
SEC31B,0.004363697904853561
NDUFB8,0.0012909396221974828
HIF1AN,4.952881130862535e-05
SLF2,0.0014070679619988245
MRPL43,0.00010379473565264673
LZTS2,0.0007598847374822055
SFXN3,0.006249878994924256
BTRC,0.0019035262884194845
POLL,0.0023193597396603365
FBXW4,0.0013630007759114623
OGA,0.004930769982141101
ARMH3,0.004001026479870862
LDB1,0.0028168961480820355
PPRC1,0.0035501833673296807
NOLC1,0.0005863991398156476
GBF1,0.0026009566329059817
NFKB2,0.0035317274705360573
FBXL15,0.002337534036496361
CUEDC2,0.001012604979493333
ACTR1A,0.006056857112643059
SUFU,0.000867480141250245
TRIM8,0.004696086628415269
AL391121.1,0.0012369460821950765
ARL3,0.0009803039233943626
WBP1L,0.005321398227352854
BORCS7,0.0007510259353465995
CNNM2,0.002209473515139994
NT5C2,0.02009022045127236
TAF5,6.230938763551004e-05
ATP5MD,0.0001924418183972304
PDCD11,0.0017938957798465038
SH3PXD2A,0.01129715143305346
STN1,0.0027933048140518953
SLK,0.0025565680002801005
GSTO1,0.008282634746546516
ITPRIP,0.005904282467223239
SORCS3,0.02331625710311493
XPNPEP1,0.0004750070256879935
ADD3,0.0009472126830852512
MXI1,0.004431651112383189
SMNDC1,0.001591209201300464
DUSP5,0.006378074142819724
SMC3,0.000237777689922296
PDCD4,0.01930698641565317
BBIP1,0.0011667926615273614
SHOC2,0.006628888967464629
ACSL5,0.001936689184428976
ZDHHC6,0.0022791366044327345
VTI1A,0.01089820992956837
TCF7L2,0.07598268964051269
CASP7,0.00034640048815464585
NHLRC2,0.002171320529859384
CCDC186,0.001241245703734785
ABLIM1,0.0001578851807002308
FAM160B1,0.006737424404540444
SHTN1,0.0014223793181337078
PDZD8,0.008532300799363773
RAB11FIP2,0.005834401478924394
FAM204A,0.009708881832502587
CACUL1,8.554694030580946e-05
EIF3A,0.04800093451980049
DENND10,0.0028105520624794943
SFXN4,0.0006746442706789926
GRK5,0.015420018167902224
RGS10,0.005069154849454407
TIAL1,4.9676172448570455e-05
BAG3,0.00250068818370963
INPP5F,0.0003750151566787834
MCMBP,0.0006314417092242306
SEC23IP,0.0028275051097692606
WDR11,0.009355701782910227
ATE1,0.0034141098378655914
NSMCE4A,0.0020633425278095458
PLEKHA1,0.0008405777748230398
FAM24B,0.006587978859830673
PSTK,0.003486562597957045
IKZF5,0.0009016379863170349
ACADSB,0.0003589821609746548
BUB3,1.737235742894943e-05
CHST15,0.005451977573283948
OAT,0.002576634608528757
LHPP,0.0002753591237990818
FAM53B,0.004783688463001973
EEF1AKMT2,0.01482603194903548
ABRAXAS2,0.0007232599914465769
AL731577.2,0.0013659993044746483
ZRANB1,0.002648199836137396
CTBP2,0.010321380866301251
EDRF1,0.0018319378171996374
UROS,0.0018809169883301092
BCCIP,0.013297393450022486
DHX32,0.000899238700710022
ADAM12,0.004868662191466608
PTPRE,0.0012157045305303449
MGMT,0.0002751231694909389
LINC02666,0.0006155673643423456
GLRX3,0.002316720805738884
PPP2R2D,0.0013951365328322368
BNIP3,0.0010106374789145814
STK32C,0.0027541037234817723
PWWP2B,0.005666226158938638
AL451069.2,0.006063620567647333
INPP5A,0.018493417184237873
VENTX,0.002535571449486492
ADAM8,9.902419521132096e-05
TUBGCP2,0.0031604907254832093
AL360181.2,0.0008934212078637483
ZNF511,0.0017283294964187288
ECHS1,0.0008994376398422477
PAOX,0.0036701260421021023
MTG1,0.0021173606240017153
SCART1,0.0044871370033744105
LINC01001,0.0035199768963637677
BET1L,0.006162665220373205
RIC8A,0.007419938262087282
SIRT3,0.0044027386084926215
PSMD13,0.0026741912336359103
AC136475.3,0.011704234860470977
PGGHG,0.0024434849984008816
IFITM2,0.005821965649440467
IFITM1,0.0018597246667988085
IFITM3,0.05236540322026424
SIGIRR,0.0037848661781023315
ANO9,0.0019267447764157817
PTDSS2,0.0013318064565679428
RNH1,0.0018988428781969546
AC137894.3,0.005974180602896791
HRAS,0.002316575192914441
RASSF7,0.0006615537357561655
PHRF1,0.0126961686091318
IRF7,0.00931375241956889
DEAF1,0.0017675290768143532
TALDO1,0.003410369226440003
GATD1,0.0029251670101280223
AP006621.3,0.0017234434434174582
PIDD1,0.000778143393132327
RPLP2,0.0014069233583281703
PNPLA2,0.0048184662976320375
CD151,0.0028176616562805654
POLR2L,0.008370165977301261
TSPAN4,0.004330850842259608
CHID1,0.0015309868720149924
AP2A2,0.010827088294339501
TOLLIP,0.007076831728075788
MOB2,0.006188275427378991
DUSP8,0.011354232209676777
KRTAP5-AS1,0.0021722747197038235
IFITM10,0.0024334612409906958
CTSD,0.026239853638554397
TNNI2,0.00014466212429163988
LSP1,0.014180940300985215
TNNT3,6.919724864425792e-05
MRPL23,0.0034919951004651895
C11orf21,0.0005352558977902858
TSPAN32,0.0011288122097765254
CD81-AS1,0.0005247738775089399
CD81,0.004382949595001509
TSSC4,0.004474400301633364
KCNQ1,0.002251178851031875
KCNQ1OT1,0.0031645480807173157
CDKN1C,0.28711884979254715
SLC22A18,0.0004723513984310531
NAP1L4,0.00612354040732124
CARS,0.004749659678029283
OSBPL5,0.0028742171425786165
ZNF195,0.0025198773601658874
NUP98,0.015385085255922894
PGAP2,0.002751856406447056
RHOG,0.0007421769586543559
STIM1,0.0016980811694783406
RRM1,0.001169266900847203
AC104389.5,0.0016302791542355385
TRIM5,0.0012649883371778359
TRIM22,0.0007360030235612549
FAM160A2,0.025330265960302384
SMPD1,0.008303986880742981
APBB1,0.0006792231330410174
ARFIP2,0.002674025304932067
TIMM10B,0.0024305194964612644
DNHD1,0.00012088658422864542
RRP8,0.0032225440143101593
ILK,0.0006320490400690283
TAF10,0.0007503447080701391
TPP1,0.0029663626101857563
AC107884.1,0.0014475491909013742
PPFIBP2,0.002210405820478566
EIF3F,0.0014811114550308617
RIC3,3.8330302994154534e-05
TRIM66,0.002072821031615419
RPL27A,0.0017208596739439982
TMEM9B,0.0010205826799274188
TMEM9B-AS1,0.0010973083961421937
NRIP3,0.001169934090208743
DENND5A,0.0035349798680257526
TMEM41B,0.003339364476107008
IPO7,0.006285797611452578
ZNF143,0.003944209652364853
WEE1,0.003815413028004487
SWAP70,0.0016287280758231723
SBF2,0.0041762598450858215
ADM,0.0032158886760533505
AMPD3,0.006383032823195971
MTRNR2L8,0.015205405926738972
RNF141,0.005851941197693001
CTR9,0.0012875704353429067
EIF4G2,0.007644188810192288
ZBED5,0.006709371450686323
USP47,0.03456450820165824
MICAL2,0.0030209500906530464
ARNTL,0.01351589706506115
BTBD10,0.0032669014332173682
FAR1,0.018443518131142547
SPON1,0.0002079350360203568
RRAS2,0.0038194281550144905
COPB1,0.0001341700209655021
PSMA1,0.0069445695145102185
PDE3B,0.005177286419212798
CYP2R1,0.007533157574270859
C11orf58,0.002548424225321216
PLEKHA7,0.0017775975862223082
RPS13,0.00022853002538461198
PIK3C2A,0.0011145968012425584
NUCB2,0.014380960803163057
NCR3LG1,0.003276536753044168
SERGEF,0.0029251218797858945
SAAL1,0.0023912420018858114
HPS5,0.0007606121996933647
GTF2H1,0.009649266658956539
LDHA,0.019308543530188408
TSG101,0.013130841600433853
UEVLD,0.002206069855389994
SPTY2D1,0.007741267668554857
ZDHHC13,0.002755178774310219
NAV2,0.0018798686088009988
PRMT3,0.004962399659639165
SVIP,0.000788334711030871
AC006299.1,0.0014425165133895585
LIN7C,0.00965290614181753
BDNF-AS,0.0014976753141095905
KIF18A,0.005811144240903636
METTL15,0.0021058558576910534
ARL14EP,0.004872699972962648
DNAJC24,0.0014640275181890916
IMMP1L,0.0014837973144025593
ELP4,0.007773150175319819
RCN1,0.00044345084623255817
EIF3M,0.0004269069784087063
QSER1,0.00963242250571934
TCP11L1,0.0018830015678111514
CSTF3,0.0004344625803287455
HIPK3,0.0058390593853418354
CD59,0.0009159694256461546
FBXO3,0.00517056489153123
CAPRIN1,0.0004793164964941902
NAT10,0.0055697295533575705
ABTB2,0.00042785678459893325
CAT,0.0034223876377247877
APIP,0.00021681140984174149
PDHX,0.008656726222426504
CD44,0.07920209002128546
AL133330.1,0.001067201305060565
TRIM44,0.0007993863165898604
LDLRAD3,0.004464789363744876
COMMD9,0.0020047679857737324
PRR5L,0.0011575645342311693
TRAF6,0.0006181336162121943
API5,0.0018621877515825709
TTC17,0.0004663648491243346
HSD17B12,0.003491618405797538
ALKBH3,0.0073318388548066545
ACCS,0.005414330434822922
EXT2,0.001604151150652903
CD82,0.0011909349794507606
TSPAN18,0.006082894601822305
CRY2,0.004530756436092157
MAPK8IP1,0.003549763222168695
PEX16,0.005390057024803012
LARGE2,0.0024835226501326
PHF21A,0.0012826156808352174
DGKZ,8.570637094661493e-05
AMBRA1,0.0016079589960591696
HARBI1,0.0007193547379506497
ATG13,0.0011807067539137506
ARHGAP1,0.0011291922175752202
CKAP5,0.0032539251019904018
C11orf49,0.001588612542525204
ARFGAP2,0.0001331392621028784
DDB2,0.0008374750319936773
MADD,0.002718092441874567
SPI1,0.021239525944884062
AC090559.1,0.0069958063687597756
PSMC3,0.0030626283343183256
CELF1,0.0038481775788074437
NDUFS3,0.0012833679848521964
MTCH2,1.7177946258692484e-05
FNBP4,0.0010443566935294415
NUP160,0.00019057772476305753
PTPRJ,0.023773895146457863
