,importance score
RPS23,0.015078763854503787
TMEM167A,0.011217699113225878
XRCC4,0.0019225621822772667
VCAN,0.005270686368824511
COX7C,0.004162761215242653
RASA1,0.0019380002283681799
CCNH,0.0037807186674165784
TMEM161B,0.0016520953253440086
TMEM161B-AS1,0.0029196810836353594
MEF2C,0.01271267104606826
MEF2C-AS1,0.010094507572938276
LYSMD3,0.01394008173246253
LUCAT1,0.0005693094009490671
ARRDC3,0.004013477326506674
ARRDC3-AS1,0.0010289084879668983
FAM172A,0.025003716295373454
POU5F2,0.00281750541832733
KIAA0825,0.0011090338047522346
SLF1,0.007282553618693349
MCTP1,0.016954978694992878
TTC37,0.0015810977971414673
GLRX,0.0011912084554258917
ELL2,0.009091843891993218
AC104123.1,0.00046723028143784364
CAST,0.003258562701003901
ERAP1,0.0016072574324437437
AC009126.1,0.004120397175170935
ERAP2,0.007448168128418413
LNPEP,0.001320913881465582
LIX1-AS1,0.012053375074392239
RIOK2,0.0012196106521794585
LINC01340,0.003196611507481144
RGMB,0.0014058626316152969
CHD1,0.013113734489030346
LINC02062,0.0005252274806869645
FAM174A,0.0010827614935994907
ST8SIA4,0.012850588124785282
PAM,0.0006400235373144121
PPIP5K2,0.017617486562796714
FBXL17,0.025643953084781484
FER,0.0015340643164032117
AC008467.1,0.010636558863618929
PJA2,0.010117581890723171
MAN2A1,0.0024518605841933766
SLC25A46,0.001047318002691423
WDR36,0.0066617386659968345
CAMK4,0.0033753931425763847
STARD4,0.013858158239419858
EPB41L4A,0.003902270257978322
EPB41L4A-AS1,0.003547383228369018
APC,0.003238211046275874
SRP19,0.007025546681887299
REEP5,0.0029329749627354774
DCP2,0.0076454546856768515
MCC,0.005437380262084167
YTHDC2,0.002469782599715162
PGGT1B,0.003011649396017382
CCDC112,0.003198283406297366
FEM1C,0.001431226677977526
TMED7,0.001499717936684316
AC008549.2,0.005035854433989043
ATG12,0.010546367643239237
AP3S1,0.009942876127991364
COMMD10,0.0005537707144009012
SEMA6A-AS1,0.000506837444670436
DTWD2,0.004841890852620322
DMXL1,0.0024529810251906594
TNFAIP8,0.0005307304279898652
HSD17B4,0.0008926695158997663
SRFBP1,0.00146814803924767
SNX2,0.008887823281029845
SNX24,0.0061908412452863085
CEP120,0.0022368534948878672
CSNK1G3,0.0010974170082809487
ZNF608,0.0007117118625893496
GRAMD2B,0.00045402065024273376
PHAX,0.003942972663303106
LMNB1,0.0020868246879653177
MARCH3,0.00045233824852602614
PRRC1,0.0044540023915005
LINC01184,0.00013631095797371668
SLC12A2,0.0025061877374435186
HINT1,0.003300203381156555
LYRM7,0.002881698189410989
CDC42SE2,0.11443116551664928
RAPGEF6,0.007915426244860605
FNIP1,0.011109578442407463
ACSL6,0.003215233109072121
MIR3936HG,0.0004054532398020586
C5orf56,0.0028966835355960186
AC116366.1,0.000613657537107915
IRF1,0.0014335136197778636
RAD50,0.002950703116490939
KIF3A,0.00024115320551818442
UQCRQ,0.014528385567830652
AFF4,0.04559811830831155
ZCCHC10,0.007993236558951344
HSPA4,0.010531280087955393
C5orf15,0.0038462640474815806
VDAC1,0.003335806571100621
TCF7,0.012929800115042652
SKP1,0.0009762168840891051
PPP2CA,0.008674633762409862
CDKL3,0.0012751977542326853
UBE2B,0.0032009990737075916
AC109454.2,0.00011334977378239766
JADE2,0.0019523195597913466
SAR1B,0.019165404146938993
SEC24A,0.0037529991918213625
CAMLG,0.0012701369207622605
DDX46,0.010129468075071483
C5orf24,7.236829488142261e-05
TXNDC15,0.01760014379792838
PCBD2,0.0039558698159622456
H2AFY,0.001668217489134986
TGFBI,0.0056396426589646375
SMAD5,0.001976798349469569
KLHL3,0.0027910452341561405
HNRNPA0,0.01399458892750587
AC106791.1,0.005441315361819672
FAM13B,0.006316557567858724
CDC23,0.0024633679654378665
FAM53C,0.002406451385774647
KDM3B,0.005546494234734531
EGR1,0.0013997266012274554
ETF1,0.004710601931322951
HSPA9,0.004482464157010386
CTNNA1,0.012369243800536939
SIL1,0.0036208896258644015
MATR3.1,0.0001534126849749545
PAIP2,0.022995710598480257
MZB1,0.005048001454629157
DNAJC18,0.009081318339042074
TMEM173,0.0005949577187502734
UBE2D2,0.006236159482349876
CXXC5,0.007856628197483622
PURA,0.0006464963999160702
AC011379.2,0.002506550106831879
CYSTM1,0.0042302886734580285
PFDN1,0.0019424880389585359
HBEGF,0.0028080809936647613
ANKHD1,0.003838045273344544
SRA1,4.5000774101245286e-05
APBB3,0.001220788444958218
CD14,0.005186969325300925
NDUFA2,0.00042989784741678225
TMCO6,0.002452911910108907
IK,0.012464376937995018
WDR55,0.00631696569127068
HARS,0.006566195135040688
HARS2,0.0007601700066343351
ZMAT2,0.002084505923885831
TAF7,0.0005739072815658618
DIAPH1,0.005808604312830265
HDAC3,0.000193791570968712
FCHSD1,0.011898350230369892
DELE1,0.010973239834466688
RNF14,0.0018931535894919868
NDFIP1,0.014951691352068513
ARHGAP26,0.04549425596848574
NR3C1,0.022095590258482574
YIPF5,0.0004111543441074049
LARS,0.006144209641466368
RBM27,0.0168125117656874
TCERG1,0.013588648427443872
PPP2R2B,0.004554730300976645
JAKMIP2,0.0029536528361849322
FBXO38,0.0006546746902671307
ADRB2,0.005940518000698076
PCYOX1L,5.541280097756669e-05
CSNK1A1,0.003979988916455631
PPARGC1B,0.005466615807413159
HMGXB3,0.0014280228021562483
ARSI,0.0010684567619097041
TCOF1,0.01740464006965312
CD74,0.04256444974810306
RPS14,0.015485713260644619
NDST1,0.003518534789612981
RBM22,0.0036122611629054724
DCTN4,0.003456830538721891
TNIP1,0.008614664831422893
ANXA6,0.00180808160554449
CCDC69,0.007257335112923187
GM2A,1.4045666107871815e-05
SLC36A1,0.0025134984246840495
ATOX1,0.0029698900514173246
G3BP1,0.0017588424608874515
FAM114A2,3.205077330278881e-05
GALNT10,0.009329629835405199
SAP30L,0.0023491522106862204
LARP1,0.0016985995682316155
CNOT8,0.0002784485841684464
GEMIN5,0.006110763419660367
MRPL22,0.009772952151644
SGCD,0.013768314301339294
HAVCR2,0.0019552360917024555
MED7,0.0008786932062151975
ITK,0.0007249517837233299
AC010609.1,0.00609003617477738
CYFIP2,6.459219787430754e-05
ADAM19,0.001205536641544408
CLINT1,0.001224949953410113
EBF1,0.005913984028077556
RNF145,0.009246957443788957
UBLCP1,0.0036511814800279496
TTC1,0.0029147180303662444
PWWP2A,0.002453873592054511
SLU7,0.0008829214612857536
CCNG1,0.0035971774240369687
NUDCD2,0.002624867917869213
MAT2B,0.0034793761568946797
RARS,0.0004889919278667801
PANK3,0.004193531008167852
DOCK2,0.002543808347456782
INSYN2B,0.00303387958181245
LCP2,0.020811471347069697
NPM1,0.003543897218510993
FBXW11,0.0002874469696193426
STK10,0.00862423874705302
UBTD2,0.0035226996079706315
AC022217.3,0.017494967965048264
DUSP1,0.03632472746945309
ERGIC1,0.003811457024526046
ATP6V0E1,0.0010016704005397
CREBRF,0.00468374995598704
BNIP1,0.000538962048787384
CPEB4,0.0034765933941058305
SFXN1,0.0030500333540303525
HRH2,0.004144491850349567
THOC3,0.003446857698095177
FAM153B,0.00033979228542475187
SIMC1,0.0005670100841170658
KIAA1191,0.0058097003744870665
ARL10,0.00044867196165529645
HIGD2A,0.006211197761651436
CLTB,0.004399044405550312
FAF2,0.004652980534997665
RNF44,0.00522691415762258
CDHR2,0.0007229580923951487
TSPAN17,5.346934475603938e-07
HK3,0.0324601833085605
UIMC1,0.0013579075653149324
ZNF346,0.005130642121954132
NSD1,0.008997195188527658
RAB24,0.002939562931246583
PRELID1,0.00013349935478978027
LMAN2,0.0011958844014575958
RGS14,0.0010040903989284116
GRK6,0.0021954462472099866
PRR7,0.0033616714854003585
PDLIM7,0.018066775595599806
DOK3,0.0015377233495041452
DDX41,0.0002638269853040845
FAM193B,0.021680373117964162
TMED9,0.0057671006340888125
B4GALT7,0.00182756476157765
FAM153A,0.002111417872374695
AC106795.3,0.004449680924447536
FAM153CP,0.007064724700246084
N4BP3,0.0001326842902313633
RMND5B,0.00204067638321597
NHP2,0.0016040998817157819
HNRNPAB,0.004051621285921148
PHYKPL,0.013363948805739101
CLK4,0.012939152938019515
RUFY1,0.006427009523606326
HNRNPH1,0.0047643642121938876
CANX,0.005980110247423019
MAML1,0.0017681102874006766
MGAT4B,0.0071878301306832135
SQSTM1,0.006414520186914129
MRNIP,0.00021292126468727083
TBC1D9B,0.013149477420348988
RNF130,0.016825918095676816
MAPK9,0.014827292892472126
CNOT6,0.0045948836500521095
SCGB3A1,0.006393574302292475
MGAT1,0.0008887389448975127
HEIH,0.0047364160822277335
LINC00847,0.004139690301836597
TRIM41,0.0003085239676107604
RACK1,0.01333923811552866
TRIM52,2.922360240281207e-07
TRIM52-AS1,0.0053537259986087965
AL365272.1,0.0009057829851865478
DUSP22,0.0008913871361245617
IRF4,0.003741067064004759
EXOC2,0.0007366698955316316
GMDS,0.0034642709512671586
GMDS-DT,0.0008723295277392987
WRNIP1,0.007583428678618233
SERPINB1,0.012450611787031492
SERPINB9P1,0.003185517884030235
SERPINB9,0.008221225520063146
SERPINB6,0.006190067758066213
NQO2,0.003596172664008768
RIPK1,0.014032681633313091
TUBB2A,0.0018835900441819436
PSMG4,0.005884442100362178
SLC22A23,0.003304996401189825
PRPF4B,0.00023245033649929966
FAM217A,0.0024872748267934434
ECI2,0.000115803840291539
CDYL,0.016075425858702024
LYRM4,0.007350822348556827
FARS2,0.000781916882793915
LY86,0.0023354799618410713
RREB1,0.005006052108086204
SSR1,0.00016075075999917845
RIOK1,0.00589959167008022
SNRNP48,0.0008462326298192898
TXNDC5,0.00017010499783611812
BLOC1S5,0.0021021664883778893
SLC35B3,0.004413354332848287
HULC,0.00042761540336095326
GCNT2,0.008681225139610576
PAK1IP1,0.0006231881869769044
TMEM14B,0.010974145829726932
MAK,0.008417173537176201
SMIM13,9.092128272882812e-05
AL139807.1,0.004361021324952339
NEDD9,0.057674947648295186
TMEM170B,0.01554460712061102
HIVEP1,0.003086093520259853
PHACTR1,0.0027331045553789816
TBC1D7,0.008284463949850898
GFOD1,0.009606426305705013
SIRT5,0.0012237998163051713
NOL7,0.0010615912055388173
RANBP9,0.0030530068920955893
CD83,0.08824542699740233
AL133259.1,0.013329430338298868
AL138720.1,0.002926636036543858
JARID2,0.0538569157619049
DTNBP1,0.0019263063494365646
MYLIP,0.0023280670669361897
ATXN1,0.05837452818492888
AL137003.1,0.0018975494158084178
FAM8A1,0.011995856371994438
NUP153,0.007408211312334848
KIF13A,0.006122708250053281
TPMT,0.0034186961590664242
KDM1B,0.0003107804300976239
DEK,0.00017511581758258594
RNF144B,0.010188913069751927
MBOAT1,0.0005500770361936791
E2F3,0.0011499802870824061
CDKAL1,0.0012117514209483023
SOX4,0.010749577201695414
ALDH5A1,0.00016499060301412822
TDP2,0.010405388737891829
ACOT13,0.007472308362063659
C6orf62,0.000572703748645921
GMNN,0.006250983810245064
RIPOR2,0.007537986439955952
CARMIL1,0.012430958547461747
TRIM38,0.006449956701933931
HIST1H3A,0.005120684405156032
HIST1H4B,0.002701444500886008
HIST1H2AB,0.0002849447660795387
HIST1H1C,0.001074987118351876
HIST1H4C,0.007097493057756284
HIST1H2BC,0.04292726661188519
HIST1H2AC,0.01035494665501961
HIST1H1E,0.0005308411794010791
HIST1H2BD,0.0014845268388216741
AL353759.1,0.003138883569389144
HIST1H2BE,0.0008465725718118697
HIST1H3D,0.00200344338907916
HIST1H2AD,0.002697623089855003
HIST1H2BF,0.001448862826258245
HIST1H4E,0.0017195243321690037
HIST1H2BG,0.000796234505183126
HIST1H2AE,0.0012048424135397567
HIST1H1D,0.0001120202884483023
HIST1H4H,0.0005418206817845031
BTN3A2,0.006943884771272764
BTN2A2,0.009967791480319852
BTN3A1,0.005712475538369382
BTN3A3,0.0028380622727361784
BTN2A1,0.0039403261417333925
HMGN4,0.002345908510519539
ABT1,0.00490989963009604
HIST1H2BJ,0.009734997634515727
HIST1H2AG,0.00032196556827901554
HIST1H2AH,0.00251657877667045
ZNF184,0.0001630011925427942
AL021918.5,0.00746681820748463
HIST1H3H,0.0107148671967626
HIST1H4J,0.004802206218326556
HIST1H2BN,0.005806485024590758
HIST1H2AK,0.000936620478691672
HIST1H1B,0.00825481049002148
HIST1H3J,0.0045190860488494525
ZSCAN16-AS1,0.0007878495571659346
AL121944.1,0.00027551546514666966
ZNF165,0.002220393662306883
ZKSCAN8,0.0031373310053141594
TRIM27,0.0015699338011902048
GABBR1,0.0031716910347844695
HLA-F,0.05460547871781797
HLA-F-AS1,0.0026173008365797668
HLA-A,0.02269567318076655
ZNRD1,0.002396949748228193
PPP1R11,0.0023179763457695695
TRIM26,0.0018332677788116826
HCG17,0.007546369909552639
HCG18,0.0002672699932568218
TRIM39,0.0016350570379182496
RPP21,0.0047971619296059
HLA-E,0.05803551748306969
GNL1,0.0009352365509177419
PRR3,0.0037451068143850392
ABCF1,0.0007011454390022235
PPP1R10,0.0008921188186199872
MRPS18B,0.0012327062130474222
ATAT1,6.607930636128716e-05
C6orf136,0.0017738358097328113
DHX16,0.0033292760485479555
PPP1R18,0.006165841244273301
MDC1,0.00041863312480817775
TUBB,0.0030104702389476537
FLOT1,0.0001699143043397652
IER3,0.0016069921626228147
LINC00243,0.004426812419768447
VARS2,0.0009171804957380979
CCHCR1,0.0024411553112075597
AL662844.4,0.0014074782692815727
HCG27,0.0004136175365151017
HLA-C,0.022518160504331464
HLA-B,0.057490013087341404
HCP5,0.004597961344816367
MICB,0.0014960110065760578
DDX39B,0.001647418793931357
LTA,0.0017841886822529737
TNF,0.004147688406604242
LTB,0.007686306585053371
LST1,0.07583688368494271
NCR3,0.0005525561332682476
AIF1,0.004436613793976442
PRRC2A,0.019297817541572188
BAG6,0.00021482518367743676
GPANK1,0.0037281213655244107
CSNK2B,0.002210638127043459
LY6G5B,0.00982996705369565
ABHD16A,0.007920669655608498
DDAH2,0.00043740941863460597
CLIC1,0.02040835542287602
MSH5,0.005087700757469709
VARS,0.0024292336476631608
LSM2,0.00016959124288648173
HSPA1A,0.04486043016466239
HSPA1B,0.004873288976141972
SNHG32,0.0005364831864193375
NEU1,0.005251894284637162
EHMT2,0.008421904870864298
C2,0.005560199771310056
NELFE,0.0024088591249896343
SKIV2L,0.005761877278565138
DXO,0.0010447313437570592
STK19,0.00018784276847813916
ATF6B,0.0017009889629237174
AGER,0.0013701996200950017
PBX2,1.9923286808173628e-05
GPSM3,0.006982850425787763
TSBP1-AS1,0.000980243632983672
HLA-DRA,0.02700915700593296
HLA-DRB5,0.050222508496204896
HLA-DRB1,0.028848574324974004
HLA-DQA1,0.017654427793754583
HLA-DQB1,0.00046190580163866347
HLA-DQA2,0.0022677189225479783
HLA-DOB,0.0029404572327907845
TAP2,0.0010143879220447403
PSMB8,0.00023535176511862082
PSMB9,0.01719878984199355
TAP1,0.005910402617797217
HLA-DMB,0.0027410556901104896
HLA-DMA,0.0018575428764927128
BRD2,0.016450402788153996
HLA-DOA,0.0007145356984625115
HLA-DPA1,0.011406117243258873
HLA-DPB1,0.02080061470895481
RXRB,0.003955193720536805
RING1,0.0017662658711516993
VPS52,0.007744927283364351
RPS18,0.011546911984618666
B3GALT4,0.002367034570229319
WDR46,0.005486731679192882
RGL2,0.0011070946866015854
TAPBP,0.010097313066616825
DAXX,0.0018611916535903506
PHF1,0.0009785409183863134
CUTA,0.0012938775707130113
SYNGAP1,0.0006722777284588215
BAK1,0.000622304337949763
ITPR3,0.00405972753526563
LEMD2,0.009724445255540372
HMGA1,0.0018966003391946372
SMIM29,0.005478558717612488
AL354740.1,0.01635668170424981
NUDT3,0.0035700424033564817
RPS10-NUDT3,0.0034959178874231903
RPS10,0.011578091222452205
ILRUN,0.0002494278926140318
SNRPC,0.004166312445307915
UHRF1BP1,0.0076562205622175295
TAF11,0.0010848403927900439
ANKS1A,0.0018035523263697012
ZNF76,0.003499362211920666
DEF6,0.005939675956003282
PPARD,0.002665128185229654
RPL10A,0.011470772589619786
FKBP5,0.00672368137414044
SRPK1,0.003301235298597251
MAPK14,0.00042930872977409623
MAPK13,0.00020485159792210273
Z84485.1,0.01620064587168146
BRPF3,0.0008614103295960624
KCTD20,0.009995197665764191
STK38,0.012621621370176049
SRSF3,0.009169783267029271
CDKN1A,0.0010196103211020538
RAB44,0.0006157281056772743
CPNE5,0.00038557426434792383
C6orf89,0.004128778589508648
MTCH1,0.014344922527950617
FGD2,0.011805773531212597
PIM1,0.002845560942507844
TBC1D22B,0.0009662481459123539
RNF8,0.00032702361650564684
CMTR1,0.01020408431202405
CCDC167,0.002742377446860526
MDGA1,1.5495271563785466e-06
ZFAND3,0.056355719394943486
BTBD9,0.0030389396307698917
GLO1,0.001869496789855726
OARD1,0.002161860322702293
NFYA,0.007587952489879325
TREM1,0.0006611640937443457
FOXP4,0.004157381756814531
TFEB,0.0030610721315483137
TOMM6,0.0006067879193442202
USP49,0.0009706574148008268
CCND3,0.020801405880426463
TAF8,0.0005275854532634151
MRPS10,5.831971388173459e-05
TRERF1,0.0026917902888957466
UBR2,0.0002958777242877236
TBCC,6.309557109413308e-05
BICRAL,0.02519801456544745
RPL7L1,0.00995464211642592
C6orf226,0.007221146938882438
CNPY3,0.003568423468469084
AL035587.1,0.007529198738364798
PEX6,0.00067542603197383
PPP2R5D,0.003580182971414014
KLHDC3,0.001457970079939138
RRP36,0.0021051546773184367
KLC4,0.004575591656348589
MRPL2,0.006110647189677603
SRF,0.0036829360337391074
CUL9,0.00012062297748342197
DNPH1,0.00023485316595102764
ZNF318,0.010869217351980332
ABCC10,0.0008025921600186938
TJAP1,0.0031095763681433844
POLR1C,0.0014492777604744808
YIPF3,0.004812149131985292
XPO5,0.0010653006522140338
GTPBP2,0.006979283788576241
MRPS18A,0.0001927555895737745
VEGFA,0.003305612456704033
MRPL14,0.002859183029934512
TMEM63B,0.010111216605796064
HSP90AB1,0.013773773416195654
SLC35B2,0.002763015641956032
NFKBIE,0.005084477666085188
AARS2,0.0008649188368016838
CDC5L,0.0001713238022741877
SUPT3H,0.0008398570675916774
RUNX2,0.0022881401837512782
CLIC5,0.00034766342645160326
TNFRSF21,0.0012988927744483772
CD2AP,0.005081598502399252
MMUT,0.002225012743764757
EFHC1,0.0010569793316855646
TRAM2,0.0038541540754564044
ICK,0.0015765789476488523
FBXO9,0.001023151813430508
ELOVL5,0.005009626733780225
GCLC,0.0003107644693121722
DST,3.819127895846987e-06
KIAA1586,0.004543795763410477
ZNF451,0.002675644114470183
BAG2,0.0030819703817043737
PRIM2,0.01129461100268104
AL021368.2,0.0017918141673049517
KHDRBS2,0.004001791205807834
PHF3,0.0028767093275038195
LMBRD1,0.011296421050317392
COL19A1,0.00325418694006604
FAM135A,0.0009125207721321557
SMAP1,0.0007098946983672593
OGFRL1,0.0059798656531545955
KCNQ5,0.010924625784180469
AC019205.1,0.004000803251656777
CGAS,0.0006960869755062351
MTO1,0.0064269347788100326
EEF1A1,0.036836015883403364
SLC17A5,0.00033477381567728165
CD109,0.007707299602704849
COX7A2,0.003857364409565385
TMEM30A,0.0010157671584132932
SENP6,0.00015764348638000122
MYO6,0.01024738393943108
PHIP,0.009135089911421389
HMGN3,0.0014449732443594112
BCKDHB,0.004226544463753313
TENT5A,0.006416900558593148
IBTK,0.0018641841806124422
UBE3D,0.0018566974091794113
DOP1A,0.00017435010020040533
PGM3,0.0009458242641199202
ME1,0.015386268489988664
CYB5R4,6.364925311957447e-05
CEP162,0.006309029199320243
SNX14,0.03542626768782789
SYNCRIP,0.001556786191749455
SNHG5,0.0025283554943405185
ZNF292,0.0004927776996978231
SMIM8,0.009561297218381296
SLC35A1,0.005130909255680086
RARS2,0.0027041457617256294
ORC3,0.0017194474271603247
AKIRIN2,0.019293041858975866
RNGTT,0.006144866594818444
PNRC1,0.00793648853345057
PM20D2,0.0044699876771871205
UBE2J1,0.0017819997649644833
RRAGD,0.002016419723132754
ANKRD6,0.004008336984452973
LYRM2,0.0012417140969023315
MDN1,0.0016287396267821224
CASP8AP2,0.0011929378647418274
BACH2,0.01355517842542035
AL132996.1,0.0005310006522348283
MAP3K7,0.013419484679004121
UFL1-AS1,0.0008269153041000879
UFL1,0.0005503785107786504
NDUFAF4,0.0021761682939374326
KLHL32,0.00014179051997380762
MMS22L,0.00031242405910071196
FBXL4,0.0010677838645864115
PNISR,0.017752308604772834
AL513550.1,0.0015019707942316076
USP45,0.0014366413450085172
TSTD3,0.0011940709896612325
CCNC,0.0012399002702816009
ASCC3,0.009153243472658635
HACE1,0.000328857149505934
PREP,0.0018876507022602181
PRDM1,0.01518391474629782
ATG5,0.0026983401205221804
CRYBG1,0.01782922502045784
QRSL1,0.0008001864694769104
MTRES1,0.001329019669779196
PDSS2,0.00418632354093613
SCML4,0.0037754005349142287
SEC63,0.0004325813779769555
OSTM1,0.004574929570098242
SNX3,0.003989657353695239
AFG1L,0.024109320519127776
AL139106.1,0.0016545140521495145
FOXO3,0.006913388540557971
ARMC2,0.0013380339315645646
SESN1,0.005706607809148043
CEP57L1,0.0005075309926511976
CD164,0.0027561593750509844
SMPD2,0.0009517335511156342
MICAL1,0.012875814453361337
ZBTB24,0.008373730841430867
AK9,0.00024865795948322594
FIG4,0.000860018334802285
CDC40,0.003917276731528878
CDK19,0.009647348453890816
AMD1,0.005941140905343296
RPF2,0.0036144855713656325
SLC16A10,0.006835562888078136
MFSD4B,0.0015656604850113381
REV3L,0.0031394687497439933
TRAF3IP2-AS1,0.012691388740218334
TRAF3IP2,0.00856745919943785
FYN,0.047420922758751864
TUBE1,0.009418918181020981
FAM229B,0.009036842300080969
MARCKS,0.005630079684724468
HDAC2,0.0009814060680175731
NT5DC1,0.0006571319694768793
TSPYL4,0.0032068536173055096
DSE,0.0002033687646632038
TSPYL1,2.64949457282083e-05
CALHM6,0.012592842558986437
RWDD1,0.0009876004726450983
ZUP1,0.005746965747412017
KPNA5,0.002621480613305467
GOPC,0.00377158463156396
NUS1,0.018192722226129193
CEP85L,0.006663983865926247
MCM9,0.0014804844265706293
FAM184A,0.00017294113220239212
MAN1A1,0.0004559689022408247
AL078600.1,0.0009308623218815446
TBC1D32,0.0011147405428106592
HSF2,0.0020902536136969754
SERINC1,0.004495555844164821
NCOA7,0.005186589700746437
HINT3,0.0027667755326461745
TRMT11,0.0045298022187019865
RNF146,8.672717160296851e-05
ECHDC1,0.000622071338105274
THEMIS,0.014349570348875334
PTPRK,0.005687992619412792
ARHGAP18,0.0002914637320502106
L3MBTL3,0.0005312121627564607
SAMD3,0.0013899597254966247
EPB41L2,0.0007756934110900635
AKAP7,0.0010231487050297824
MED23,0.0011577979313994926
STX7,0.0005029618277043857
VNN2,0.0009612419923888631
SLC18B1,0.0058656291196283305
RPS12,0.025324745198748576
TBPL1,0.0007515825432146232
SGK1,0.0035575348151579526
HBS1L,0.0007688235173316339
AHI1,0.0011590024076275807
PDE7B,0.007442641974630404
BCLAF1,0.004535961883562662
MAP3K5,0.0037033228536459553
PEX7,0.0022605349074559275
IFNGR1,0.06949269285622461
WAKMAR2,0.0009032700540375807
TNFAIP3,0.046419194990963177
PERP,0.002332940725194791
HEBP2,0.0024850384686118817
NHSL1,0.0012758946579597842
CCDC28A,0.0006563619092820692
REPS1,0.009519997511163706
ABRACL,0.0011281248651457355
HECA,0.01137173876489323
AL031772.1,0.004798768441914008
AL592429.2,0.00290044731879486
CITED2,0.01672699335160807
VTA1,0.01379932415638183
HIVEP2,0.0007370295683644872
AL355304.1,0.00285369221476293
AIG1,0.0021471547309851948
ADAT2,0.0013315308846285079
PEX3,0.0003017135527078586
FUCA2,0.0046584870458859645
PHACTR2,0.00728652789103519
LTV1,0.00026527290680095474
PLAGL1,0.001121267215715738
SF3B5,0.0066120663541782455
STX11,0.003832842086340855
UTRN,0.008432476342885584
EPM2A,0.001839142014978981
FBXO30,0.0028908507503793714
SHPRH,0.0020304104831839476
RAB32,0.01376420770386432
STXBP5-AS1,0.004804646433996538
STXBP5,0.004133116977375209
SASH1,0.034234274358339485
UST,0.0010159894814807358
TAB2,0.0005017605405896089
ZC3H12D,0.0014574742888248263
PPIL4,0.0010471517046951736
GINM1,0.0020421963574301133
AL078581.4,7.508113613485879e-05
KATNA1,0.003430264051489114
LATS1,0.00013566649142928206
NUP43,0.0012122899557997658
PCMT1,0.01422334172519081
ULBP2,0.0003747262502290509
PLEKHG1,0.00029623780727549133
AL450344.3,0.0012337236972099212
MTHFD1L,0.0003751512773013139
ZBTB2,0.0010363695484434346
RMND1,0.00354829904285225
ESR1,0.0015668179299794512
SYNE1,0.0005418919507047908
MTRF1L,0.0032083462538501175
OPRM1,0.0005693622151558479
IPCEF1,0.0012101379433375964
SCAF8,0.0001681680510101733
TIAM2,0.0063670644299941145
TFB1M,0.0004117675323275908
AL589693.1,0.006157470239142816
ARID1B,0.00892956639999733
TMEM242,0.00169798489082509
ZDHHC14,0.0050337065645200685
SNX9,0.0263588756045847
AL035634.1,0.005733582510005428
SYNJ2,0.005213584436491024
TULP4,0.004199620012536988
TMEM181,0.0023027249358019146
DYNLT1,0.0008983751892307803
SYTL3,0.0066979331356273805
EZR,0.06393817796383762
EZR-AS1,0.005293351722843908
C6orf99,2.2759690044006564e-05
AL035530.2,0.0010269275640058697
TAGAP,0.00041511728810385425
SOD2,0.035789102815328676
WTAP,0.003038412328264087
ACAT2,0.0006050549644026307
TCP1,0.002269356591322718
MRPL18,0.002787552490966482
IGF2R,0.02020143492121893
MAP3K4,0.0028088133450748587
AGPAT4,0.000888722351975738
PRKN,0.009112751798226562
QKI,0.0052356906547062765
SFT2D1,0.010290381578278291
MPC1,0.01128998521785312
RPS6KA2,0.0007528909055849343
RNASET2,0.002595581816993971
Z94721.1,0.01056435613924856
FGFR1OP,0.0006758297702811412
CCR6,0.002096040267581663
AFDN,0.00047267672031108866
WDR27,0.0007915467449428875
PHF10,0.009059320379790063
ERMARD,0.0006741999422125671
DLL1,0.0009786654073828747
FAM120B,0.001010477200962813
PSMB1,0.0027396686422594763
TBP,0.0010641123962690192
PDCD2,0.004672225776404805
FAM20C,0.0019784028075287763
PRKAR1B,0.004248831420157543
DNAAF5,0.001125889698409113
SUN1,0.0025857960845993744
AC073957.3,0.0034591375859617858
ADAP1,0.0006717089646052011
COX19,0.00897365607661374
C7orf50,0.009175030727559184
ZFAND2A,0.003126398623030743
INTS1,0.009121837476224219
MAFK,0.007126192325006263
MAD1L1,0.045400971742213685
SNX8,0.0059756563816046925
EIF3B,0.004761591021168657
CHST12,0.01123059613798204
LFNG,0.011872714292047748
BRAT1,0.0024258641361971506
IQCE,0.004291433546369217
TTYH3,0.013886640854436728
AMZ1,0.004548212335934165
GNA12,0.0024735197440441015
CARD11,0.008859406721996602
SDK1,0.01033302816299348
FOXK1,0.0011807146768986086
AC092428.1,0.007158601331462074
AP5Z1,0.014398722535718266
RBAK,0.0033980370610432616
WIPI2,0.003890661517710815
TNRC18,0.012522996597143413
FBXL18,0.008698705130230867
ACTB,0.010890539427555973
FSCN1,0.0016040607431945738
RNF216,0.00074229290793731
CCZ1,0.00027063955948299887
PMS2,0.008422429848434158
EIF2AK1,0.0041512948902191985
USP42,0.0001806715000333035
CYTH3,0.0006199529789717037
RAC1,0.0048650131732805
DAGLB,0.019284817429307897
KDELR2,0.00039563844881753475
ZDHHC4,0.0019582958633342236
C7orf26,0.000716080481677536
ZNF316,0.0035417460697307677
AC073343.2,0.0003232020453932213
ZNF12,0.0031579016718749414
CCZ1B,0.0005955949504823132
C1GALT1,2.226970471340676e-06
MIOS,0.0001521216342759412
RPA3,0.0004734160317503716
UMAD1,0.0004170311196963962
GLCCI1,0.00023231474329806368
NDUFA4,0.003376354198527405
PHF14,0.0011590835770849967
TMEM106B,0.0004056168135900556
