,CD10,CD11b,CD11c,CD123,CD127,CD14,CD141,CD16,CD172a,CD185,CD19,CD192,CD197,CD21,CD24,CD25,CD269,CD27,CD278,CD279,CD3,CD304,CD319,CD38,CD39,CD4,CD40,CD45RA,CD45RO,CD56,CD66b,CD71,CD80,CD86,CD8a,CD95,FceRI,HLA.DR,IgD,IgG1.K.Isotype.Control,IgM,KLRG1,TCR.Va24.Ja18,TCR.Va7.2,TCR.a.b,TCR.g.d
cell_180,-0.22314486,-1.2957065,0.28539026,-0.48297134,-0.66297185,0.33473882,-0.48297134,0.17446586,-0.90834993,-0.34074023,2.0970829,-0.48297134,-0.34074023,1.5818856,0.5732504,-1.2957065,0.9102176,0.4643842,-0.90834993,-0.12289785,0.42385086,-1.2957065,-1.2957065,1.3582435,0.8894581,0.4643842,-0.12289785,1.4836233,0.38075152,-0.03553235,-1.2957065,0.6670874,-0.90834993,-1.2957065,0.23218417,0.041888256,-1.2957065,2.3607867,1.5095497,-1.2957065,0.5732504,-0.03553235,-1.2957065,-0.90834993,0.23218417,1.5894682
cell_181,-1.3991671,-0.21209222,0.5094026,0.23109084,-0.21209222,-0.21209222,-0.59452194,0.23109084,0.04129664,-0.59452194,0.3828918,-0.21209222,0.5094026,0.04129664,0.9421876,-0.21209222,0.04129664,1.6319664,-0.59452194,-0.59452194,2.8726544,-1.3991671,-0.21209222,1.4521984,-0.59452194,2.7839687,-0.21209222,1.6581964,0.9421876,-0.21209222,-0.59452194,0.04129664,-1.3991671,-0.21209222,-0.21209222,-0.21209222,0.04129664,0.3828918,-0.59452194,-1.3991671,-1.3991671,-0.21209222,-1.3991671,-1.3991671,0.3828918,1.3814213
cell_182,-1.1711166,-1.1711166,0.59933645,-0.6783485,-0.02533917,0.46920994,-1.1711166,0.46920994,-0.38953847,0.10471295,0.46920994,-0.02533917,0.39401868,-0.1844688,0.9639826,-0.38953847,-0.6783485,2.2433434,-0.1844688,-0.6783485,3.0218928,-1.1711166,-0.02533917,0.59933645,-0.6783485,2.4576468,-0.02533917,1.476498,0.7093667,-0.6783485,-1.1711166,-0.6783485,-0.38953847,-0.38953847,0.2146899,0.2146899,-0.6783485,-0.02533917,-1.1711166,-0.6783485,-0.6783485,0.46920994,-1.1711166,-1.1711166,1.2292573,1.4222429
cell_183,-0.65397465,-1.2170296,0.37837598,-0.34412104,-0.65397465,0.16905962,-0.65397465,-0.34412104,-0.12921073,-0.34412104,0.6085193,-0.65397465,0.46366173,0.16905962,0.83151555,-0.65397465,-0.34412104,1.225112,-0.12921073,-0.12921073,2.6831558,-0.65397465,-1.2170296,2.1909986,-0.65397465,2.5438313,0.46366173,1.8667483,0.92125887,-0.12921073,-1.2170296,-0.65397465,-0.34412104,-0.65397465,-0.12921073,0.37837598,-1.2170296,-1.2170296,-0.65397465,-0.65397465,-0.65397465,0.78199136,-0.65397465,-1.2170296,1.1679493,1.3272316
cell_184,-1.1657698,-1.1657698,0.4324792,0.8580812,-1.1657698,0.032605767,-0.69735545,-0.087951206,-0.23574403,0.30022287,2.3152843,-0.69735545,0.2225423,1.6398368,0.7566834,-1.1657698,-0.42678344,0.4897948,-1.1657698,-1.1657698,0.4324792,-1.1657698,-0.42678344,1.5695729,0.7566834,-0.087951206,0.6367103,1.4540303,0.4897948,-1.1657698,-1.1657698,0.5425054,-0.23574403,-0.23574403,0.032605767,-0.23574403,-1.1657698,2.3015335,1.4282643,-1.1657698,-0.69735545,0.032605767,-0.69735545,-1.1657698,0.4897948,1.5369942
cell_185,-0.5447851,-1.1610515,0.5082422,-0.5447851,-0.5447851,0.41117612,-0.3652745,0.2984054,-0.22260112,-1.1610515,-0.3652745,-0.3652745,-0.0029774809,-0.78703326,0.5934478,-1.1610515,-0.78703326,1.0054802,-1.1610515,-0.22260112,2.7171094,-1.1610515,0.23436297,0.6693782,-0.0029774809,2.1904345,-0.10419048,1.1086277,0.8844113,-0.3652745,-1.1610515,-0.10419048,-0.5447851,-0.3652745,2.2183847,0.2984054,-0.5447851,0.55214375,-0.5447851,-1.1610515,-0.5447851,2.4381845,-0.78703326,-1.1610515,0.9103626,0.9103626
cell_186,-0.09081363,-0.4270082,0.53623605,0.13019194,-1.1555624,0.7849232,-0.09081363,0.13019194,-0.09081363,-0.09081363,0.6300286,-1.1555624,0.53623605,-0.09081363,0.85049015,0.42671522,-1.1555624,1.9861866,-1.1555624,0.53623605,2.1840332,-1.1555624,-0.4270082,1.5043641,-1.1555624,2.4030864,-0.09081363,1.319837,1.2559075,-0.09081363,-0.4270082,-1.1555624,-1.1555624,-1.1555624,0.13019194,0.42671522,-1.1555624,0.2951068,-0.4270082,-1.1555624,-1.1555624,0.53623605,-1.1555624,-1.1555624,0.6300286,1.2886525
cell_187,-1.1998587,-0.1311042,2.8071647,-0.57650954,-0.57650954,1.2186409,0.27579767,-0.3950222,2.368286,-1.1998587,-0.1311042,0.27579767,-0.25079498,0.060527474,0.13980842,-0.8214758,-0.1311042,0.33507982,-0.57650954,-0.1311042,0.27579767,-1.1998587,-0.3950222,1.4518168,0.6506957,1.0546991,-0.1311042,0.9675034,1.0338895,-1.1998587,-0.8214758,-0.3950222,-0.57650954,1.0338895,-0.57650954,0.27579767,-1.1998587,2.3840427,-0.8214758,-0.8214758,-1.1998587,0.13980842,-1.1998587,-1.1998587,0.3897649,0.7198952
cell_188,-0.959636,-1.4757811,-0.2621202,-0.43298262,-0.2621202,0.27105415,-0.12218642,0.58405304,-0.2621202,-0.2621202,0.27105415,-0.0036819007,0.18982957,0.09909331,0.9474787,-0.959636,-0.43298262,1.2170829,-0.12218642,0.53075355,2.598063,-0.959636,0.4117229,0.58405304,-0.652442,0.4117229,0.27105415,1.6035912,1.4167601,-0.652442,-1.4757811,-0.652442,-1.4757811,-0.959636,3.008631,0.27105415,-0.959636,0.3445731,0.18982957,-0.652442,-0.43298262,-0.0036819007,-1.4757811,-1.4757811,0.9474787,1.2170829
cell_189,-1.0683905,-1.0683905,-0.20801339,-0.5133321,-0.20801339,-0.20801339,-1.0683905,0.16597266,0.29754785,-1.0683905,0.16597266,-0.20801339,0.29754785,-0.5133321,0.79213965,-1.0683905,0.003718719,1.3898299,-0.5133321,0.003718719,3.1314535,-1.0683905,0.40822136,1.2514817,-0.20801339,2.5371194,0.40822136,2.0121355,0.90128654,-1.0683905,-1.0683905,-0.5133321,-1.0683905,-0.5133321,0.40822136,-0.5133321,-0.20801339,0.29754785,0.16597266,-1.0683905,-0.5133321,0.79213965,-1.0683905,-1.0683905,1.0787843,1.1530602
cell_190,-0.764312,-0.764312,0.0675847,-1.3097898,-0.2367367,-0.06897904,-0.45429218,-0.2367367,0.37005344,-1.3097898,0.28233865,-0.2367367,0.37005344,-0.06897904,0.5192679,-0.45429218,-0.45429218,1.9488386,-0.764312,0.37005344,2.7361026,-1.3097898,-0.764312,2.073582,-0.45429218,2.5382996,0.18275629,1.9958502,0.74943364,-0.764312,-1.3097898,-0.764312,-0.764312,-0.764312,-0.2367367,-0.2367367,-0.2367367,0.18275629,0.37005344,-0.45429218,-0.45429218,0.18275629,-0.2367367,-1.3097898,1.0330809,1.211452
cell_191,-0.11037907,-1.2589372,0.55198044,-1.2589372,0.05410841,0.9250969,-0.32713968,-0.64575183,0.05410841,-1.2589372,0.39335752,0.05410841,0.05410841,-0.64575183,0.73706585,-0.64575183,-1.2589372,1.7141029,-1.2589372,0.18669902,2.2942436,-1.2589372,-0.11037907,0.05410841,-0.32713968,2.5208774,0.55198044,1.1049329,1.1049329,-0.64575183,-1.2589372,1.687543,0.05410841,0.05410841,-0.64575183,1.072539,-1.2589372,0.18669902,-0.64575183,-0.64575183,-1.2589372,0.7891182,-0.11037907,-1.2589372,0.55198044,1.3431429
cell_192,-1.5344099,-0.804345,2.4663606,-0.44598332,-0.804345,0.7697864,-0.20637129,0.34274274,1.6406331,-1.5344099,0.34274274,0.5869426,-0.026101567,-0.804345,0.71375924,-0.804345,1.3644593,0.5869426,-1.5344099,0.43348894,0.653091,-1.5344099,-0.804345,1.672788,0.11846066,0.5869426,-0.804345,1.4108748,0.870426,-0.44598332,-1.5344099,-0.20637129,-0.44598332,0.23914918,-0.804345,0.5142253,-0.20637129,1.261752,-0.44598332,-0.44598332,-0.804345,0.5142253,-1.5344099,-0.804345,0.91599655,1.3149036
cell_193,-0.5697128,-1.5846893,0.5094981,1.1048735,-0.13792428,0.24991131,-0.5697128,-0.13792428,-0.92523897,-0.92523897,0.24991131,-0.5697128,0.013342563,-0.92523897,0.58009887,-0.32487395,-0.92523897,1.2627559,-0.92523897,0.14038901,2.7658706,-0.92523897,-0.5697128,1.1718309,-0.92523897,2.757166,-0.32487395,1.2627559,1.3697829,-0.32487395,-1.5846893,1.3697829,-0.5697128,0.013342563,0.013342563,0.24991131,0.6449414,0.5094981,-0.13792428,-1.5846893,-0.5697128,-0.13792428,-0.5697128,-0.92523897,0.14038901,1.2908925
cell_194,-0.68175787,-1.2095455,0.60464704,-0.38451153,0.22317281,-0.01660179,-0.68175787,0.4013652,0.54323,-1.2095455,-0.17662118,-0.38451153,0.71333176,0.11351848,0.4013652,-1.2095455,-0.38451153,2.1525877,-0.68175787,-0.38451153,2.7132869,-0.68175787,-1.2095455,1.7689227,-0.17662118,2.3570244,-0.68175787,1.2006053,1.2006053,-1.2095455,-1.2095455,-0.01660179,-0.38451153,-0.68175787,-0.38451153,-0.17662118,-1.2095455,0.76192987,-0.01660179,-1.2095455,-0.68175787,1.0625107,-0.38451153,-0.38451153,0.6611,1.2252277
cell_195,-0.6224437,-0.6224437,0.46325102,-0.35840183,0.10977645,0.2158742,-0.6224437,0.30820554,0.30820554,-1.0464783,0.590521,-0.6224437,-1.0464783,-0.35840183,0.30820554,-0.6224437,-0.6224437,1.7027465,-1.0464783,-0.6224437,2.1575918,-1.0464783,-0.01492458,0.30820554,-0.6224437,-0.01492458,-0.35840183,0.9130882,1.2811619,-0.35840183,-1.0464783,0.10977645,-1.0464783,-0.01492458,3.2956908,0.94922024,-1.0464783,0.3899359,-0.35840183,-0.6224437,-0.6224437,2.546507,-1.0464783,-1.0464783,0.6465379,0.87502617
cell_196,-0.81526434,-0.81526434,0.7044017,-0.3846905,-0.19671828,0.48926836,-0.81526434,1.0029701,-0.81526434,-1.3918041,0.5777523,-0.04824716,0.17907494,-0.50138503,0.54946584,-0.641114,-0.50138503,1.5700792,-1.0465379,-0.04824716,2.1441593,-1.3918041,-0.3846905,2.0065215,-0.81526434,1.7918735,-0.04824716,2.0836735,1.0614266,0.8506376,-1.3918041,-0.3846905,-0.50138503,-0.3846905,0.5777523,0.22611006,-0.50138503,-0.3846905,-0.641114,-1.0465379,-0.81526434,1.4590597,-1.3918041,-1.0465379,0.631153,1.2457175
cell_197,-0.4016672,-1.1213014,0.87470025,-0.4016672,-0.4016672,0.40621522,-0.67027694,2.4221687,0.25575557,-1.1213014,0.40621522,0.25575557,0.16583513,-0.67027694,0.4705443,-1.1213014,-1.1213014,0.6334568,-0.4016672,-0.67027694,0.839989,-0.67027694,-0.060260575,2.2223263,-1.1213014,0.6334568,-0.060260575,2.0892627,0.6800965,1.1262894,-1.1213014,-0.20972252,-1.1213014,-0.4016672,0.87470025,0.06215752,-1.1213014,0.25575557,-0.20972252,-1.1213014,-1.1213014,2.5927162,-0.4016672,-1.1213014,-0.20972252,0.9077228
cell_198,-1.2863681,-1.2863681,2.377823,1.0264872,-1.2863681,-0.35175043,0.53799146,0.025031358,1.4363008,-0.54551536,-0.35175043,0.025031358,-0.07874152,-1.2863681,0.32925835,-1.2863681,-0.818738,0.32925835,-0.818738,0.025031358,1.1634829,-0.818738,-0.818738,1.3614634,0.114916466,0.9816118,0.114916466,0.69706875,0.53799146,-0.07874152,-1.2863681,1.6891445,-1.2863681,0.114916466,-0.20149213,0.66068524,1.6891445,1.7870457,-0.35175043,-1.2863681,-0.54551536,0.19419612,-1.2863681,-1.2863681,0.49156106,0.93352795
cell_199,-0.5666061,-1.1095635,0.365364,-0.046469413,0.46299076,0.365364,-0.5666061,-0.046469413,-0.5666061,-1.1095635,0.25239766,-1.1095635,0.6951177,0.365364,0.46299076,-1.1095635,-0.5666061,1.4912679,-0.5666061,-0.046469413,3.3508897,-1.1095635,-0.2605702,1.2905273,-0.2605702,2.4347622,0.25239766,1.397869,0.6951177,0.25239766,-1.1095635,-1.1095635,-1.1095635,-0.5666061,-0.5666061,0.365364,-0.5666061,0.6951177,0.11835629,-1.1095635,-1.1095635,0.365364,-0.5666061,-1.1095635,0.96728164,1.3188992
cell_200,-1.2074794,-1.2074794,0.6351219,-0.32223722,-0.1058325,0.48978797,0.30685204,0.0598006,-0.1058325,-1.2074794,0.30685204,0.0598006,0.19401549,-0.1058325,1.0653714,-0.6350262,-0.32223722,1.2532896,-0.32223722,-0.1058325,2.9926043,-1.2074794,-1.2074794,1.0285803,-1.2074794,2.5209806,-0.32223722,1.4657531,1.3062981,-0.6350262,-1.2074794,-0.1058325,-1.2074794,-0.1058325,0.30685204,0.48978797,-0.32223722,0.0598006,-0.1058325,-1.2074794,-1.2074794,0.9487334,-0.6350262,-1.2074794,0.9487334,1.1003503
cell_201,-1.2077464,-1.2077464,0.060930308,-0.62892,-0.3173044,0.40053517,-0.10280932,0.40053517,0.060930308,-1.2077464,0.48480454,-0.3173044,0.19339687,0.060930308,0.6896022,-0.3173044,-1.2077464,1.5012487,-0.10280932,-0.3173044,2.5950565,-1.2077464,-0.10280932,1.8978683,-1.2077464,2.1843946,0.19339687,2.422037,0.79884624,-0.10280932,-1.2077464,-0.3173044,-0.62892,-0.62892,0.40053517,0.40053517,-0.62892,-0.10280932,0.060930308,-1.2077464,-0.62892,0.30464187,-1.2077464,-1.2077464,0.97636676,1.2351142
cell_202,-1.0978472,-0.7160163,2.2148821,-0.47354522,-0.47354522,0.14761421,-0.7160163,2.4743023,0.8725276,-0.7160163,0.46568573,-0.29548204,0.35572898,-0.7160163,0.64314884,-0.7160163,-0.47354522,-0.15469329,-1.0978472,-0.038243115,0.56022716,-1.0978472,-0.47354522,2.458547,-1.0978472,0.64314884,0.06105629,1.9300169,0.46568573,0.6029594,-1.0978472,-0.15469329,-1.0978472,-0.7160163,-0.29548204,0.14761421,-1.0978472,0.29321963,-0.15469329,-1.0978472,-0.15469329,2.06632,-1.0978472,-0.7160163,0.68108135,0.9511295
cell_203,-0.23105709,-1.3512973,0.29216403,-1.3512973,-0.061298978,0.3800898,-0.771742,0.5294374,-0.23105709,-1.3512973,0.29216403,-0.45252812,0.5940403,-0.061298978,0.5294374,-1.3512973,-0.771742,1.6003457,-0.23105709,0.07638214,2.8421092,-1.3512973,-0.771742,1.6003457,-0.45252812,2.4508529,0.19220327,1.4246689,0.85189056,-0.45252812,-1.3512973,0.75935763,-0.23105709,-0.23105709,0.19220327,0.5940403,-0.45252812,-0.23105709,-0.45252812,-1.3512973,-0.771742,0.3800898,-0.061298978,-1.3512973,1.0421441,1.1062572
cell_204,-1.6200259,-0.12587178,2.5188792,0.5317485,-0.2692967,1.459178,0.91297394,0.098790586,1.8255128,-1.0109903,-0.2692967,0.098790586,0.19030006,-0.2692967,0.2719643,-0.67731494,-0.67731494,0.4129045,-0.12587178,-0.12587178,0.6344944,-1.0109903,-1.0109903,1.7063943,-1.0109903,1.2119852,-0.4462426,0.72498775,0.8789142,-1.0109903,-1.6200259,0.5848565,-0.67731494,0.72498775,0.2719643,0.34569746,-1.0109903,1.1891743,-0.67731494,-1.6200259,-1.0109903,0.5848565,-1.6200259,-1.0109903,0.4129045,1.3167766
cell_205,-0.33497018,-1.2514457,0.48014358,-0.33497018,-0.80250967,0.42435005,-0.80250967,-0.5306081,-0.80250967,-0.33497018,1.9644457,0.04999843,0.14248423,1.539602,0.66741794,-1.2514457,-0.5306081,0.36374968,-1.2514457,-0.80250967,-0.05650694,-1.2514457,-0.5306081,1.5744375,0.5799917,0.22421561,0.22421561,1.5630162,0.66741794,-0.18205482,-0.80250967,1.2307695,-0.80250967,-0.80250967,-0.5306081,-0.18205482,-0.80250967,2.895817,1.0879847,-1.2514457,0.66741794,0.29743513,-1.2514457,-1.2514457,0.5318369,1.5514064
cell_206,-0.6499403,0.082687944,0.5241605,-0.31587285,-0.089149505,0.8492153,-1.2978072,0.3369987,-0.31587285,-1.2978072,0.6723266,-0.6499403,-0.089149505,-0.089149505,0.43669173,-1.2978072,-0.6499403,1.9366575,-0.089149505,0.2211009,2.466964,-1.2978072,-0.6499403,0.3369987,-0.31587285,2.704721,-0.31587285,1.3527504,1.4713826,0.082687944,-1.2978072,0.082687944,-1.2978072,-0.089149505,-0.31587285,0.8492153,-0.6499403,-0.31587285,0.2211009,-1.2978072,-1.2978072,1.1781987,-1.2978072,-0.31587285,0.60207814,1.1781987
cell_207,-0.6102536,-1.0725435,0.012927134,0.24358666,0.012927134,0.6141952,-0.6102536,-0.13962422,-1.0725435,-0.6102536,0.24358666,-1.0725435,0.012927134,-0.6102536,0.41624862,-0.13962422,-1.0725435,2.393866,-0.6102536,-1.0725435,2.746119,-0.6102536,-0.13962422,1.9572096,-0.13962422,2.4280083,0.41624862,2.242899,0.5542961,-1.0725435,-1.0725435,0.335293,-0.6102536,-0.3356484,0.012927134,-0.3356484,-0.13962422,0.48871174,-0.6102536,-1.0725435,-0.6102536,0.13783057,-0.3356484,-1.0725435,0.6141952,0.96624106
cell_208,-0.40088212,-0.40088212,1.8955925,-0.709668,-1.2707826,0.11053006,-0.709668,2.5063376,-0.022577254,-1.2707826,0.22249615,-1.2707826,-0.022577254,-0.40088212,0.7213496,-1.2707826,-0.18671243,0.40411696,-1.2707826,0.11053006,1.0440143,-1.2707826,0.5484753,1.9241209,-0.40088212,0.3191251,0.3191251,2.6053789,0.93951404,0.86013716,-0.709668,-0.40088212,-0.709668,-0.18671243,0.40411696,0.40411696,-1.2707826,0.3191251,-0.18671243,-1.2707826,-0.40088212,0.77070314,-0.709668,-1.2707826,0.40411696,1.1629431
cell_209,-1.199786,-0.85742193,-0.10421457,-0.31836882,0.1289428,0.19209772,-0.628567,-0.10421457,-0.20312831,-1.199786,-0.10421457,-0.45641264,-0.85742193,-0.017570341,0.19209772,-0.628567,-0.85742193,1.2635138,-0.20312831,-0.628567,2.636737,-1.199786,-0.628567,1.5224156,-0.45641264,2.1547618,-0.31836882,1.2764484,0.68942463,0.9965469,-0.85742193,-0.10421457,-1.199786,-0.45641264,2.013644,0.1289428,-0.85742193,0.1289428,-0.31836882,-1.199786,-0.85742193,2.364545,-0.85742193,0.25002,0.68942463,1.0516795
cell_210,-0.33762842,-0.69276804,0.52451086,-0.33762842,-0.10176464,-0.69276804,-1.4336257,0.07510472,0.21666387,-1.4336257,0.60329753,0.07510472,0.43590856,0.334692,0.8524691,-1.4336257,-0.69276804,1.4981186,-1.4336257,-0.10176464,2.307448,-1.4336257,-1.4336257,0.7387281,-0.69276804,0.334692,0.21666387,1.4765713,0.7387281,0.43590856,-1.4336257,0.21666387,-0.10176464,-0.33762842,1.5970389,0.52451086,-0.10176464,-0.10176464,-0.10176464,-1.4336257,-0.69276804,2.2358634,-1.4336257,0.21666387,0.90318006,1.4314164
cell_211,-0.8492395,-1.3914275,-0.54217404,0.9268738,-1.3914275,-0.54217404,-0.16114753,0.41980866,-0.32697392,0.2725011,2.48911,-0.16114753,0.2725011,1.244428,0.34988028,-0.8492395,0.08754848,-0.16114753,-0.54217404,-0.8492395,0.34988028,-1.3914275,-0.16114753,1.1531739,0.9903881,0.2725011,0.81980276,1.5814604,0.73851603,-1.3914275,-1.3914275,0.2725011,-0.54217404,-0.8492395,-0.8492395,-0.32697392,-0.54217404,2.562628,0.5422339,-1.3914275,0.2725011,0.41980866,-0.32697392,-1.3914275,0.48359576,1.8009299
cell_212,-0.6750007,-1.1954167,0.48871124,0.23339362,-0.16941553,0.23339362,-0.16941553,-0.008390378,-0.16941553,-1.1954167,-0.16941553,-0.6750007,0.6189324,-0.6750007,0.7781054,-1.1954167,0.12275538,1.9944432,-0.6750007,-0.6750007,2.901505,-0.6750007,-1.1954167,1.2948452,-1.1954167,2.31835,-0.008390378,2.161337,0.824106,0.12275538,-1.1954167,-0.16941553,-0.6750007,-1.1954167,0.12275538,0.12275538,-0.6750007,-0.37807983,0.41337693,-0.16941553,-0.6750007,0.48871124,-0.37807983,-1.1954167,1.0177841,1.1697586
cell_213,-0.084902816,-1.2717404,-0.084902816,-1.2717404,-0.63333523,0.082759514,-0.30635116,0.082759514,-0.63333523,0.42782193,1.5521837,0.082759514,-0.63333523,1.2674646,1.2940215,-1.2717404,-0.63333523,0.5130286,-1.2717404,-0.30635116,0.7196,-1.2717404,-0.30635116,0.5889175,0.42782193,-0.084902816,0.8295494,2.7777987,0.9674472,-0.63333523,-1.2717404,0.082759514,-1.2717404,-0.63333523,0.082759514,0.082759514,-0.63333523,1.990521,-1.2717404,-1.2717404,1.4763129,0.21772316,1.0824547,-1.2717404,0.42782193,1.2674646
cell_214,-0.57917315,-0.7702404,2.5835998,0.6879462,-0.4275064,0.12536518,0.98355496,0.18754448,1.885637,-0.7702404,0.057467427,-0.10051395,0.2981104,-0.57917315,0.12536518,-1.4294944,-1.4294944,-0.017308218,-1.0286462,-0.57917315,0.6570163,-1.4294944,-0.4275064,0.96296877,0.5184498,0.74617314,-0.7702404,1.146825,0.6879462,-0.4275064,-1.4294944,0.5184498,-0.7702404,-0.1942948,-0.10051395,-0.30173597,1.8975154,2.4113772,-0.4275064,-1.4294944,-0.7702404,0.057467427,-0.4275064,-1.4294944,0.6570163,0.850439
cell_215,-0.7699368,-1.2392143,-0.028031753,0.07597411,-0.7699368,0.07597411,-0.028031753,-0.7699368,-0.30168465,-0.7699368,1.8485172,-0.49594322,0.16605683,1.6568973,0.5900225,-0.7699368,-0.7699368,0.4395395,-1.2392143,-0.30168465,0.67442346,-1.2392143,-1.2392143,1.3742573,0.74942285,0.07597411,0.3165737,1.6840469,0.6335431,-0.30168465,-1.2392143,0.67442346,-1.2392143,-1.2392143,0.3165737,0.24550773,-0.7699368,2.5053363,1.4151279,-0.7699368,0.49352032,0.16605683,-1.2392143,-1.2392143,0.8482736,1.743442
cell_216,-1.0510813,-0.6522273,2.092235,-0.6522273,-0.4067678,0.20769879,0.025332205,2.3528392,0.96446294,-1.0510813,-0.4067678,-0.6522273,0.025332205,-1.0510813,0.5179916,-1.0510813,-1.0510813,0.34998032,-1.0510813,-0.2289656,0.65140027,-1.0510813,0.6904135,2.261398,-0.2289656,0.34998032,-0.0894708,1.7763022,0.9888501,0.7951176,-1.0510813,-1.0510813,-1.0510813,-0.6522273,1.012356,0.122884214,-0.6522273,0.20769879,-0.2289656,-1.0510813,-1.0510813,2.1974144,-0.4067678,-0.6522273,0.46666205,0.46666205
cell_217,-0.13945079,-1.2116843,0.46413028,-0.66541165,-0.13945079,0.7356861,-0.66541165,0.2779206,-0.66541165,-0.13945079,0.6766526,0.37693307,0.02752158,-0.35615486,0.7903103,-0.66541165,-0.66541165,2.2620692,-0.66541165,-0.35615486,3.1420732,-1.2116843,-0.35615486,1.3000728,-1.2116843,2.3729436,-0.13945079,1.7399738,0.54203355,-0.35615486,-1.2116843,-0.66541165,-0.66541165,-1.2116843,0.02752158,0.2779206,-0.13945079,-0.13945079,0.16338077,-1.2116843,-0.66541165,0.37693307,-0.66541165,-1.2116843,0.7903103,1.0528435
cell_218,-0.3175885,-1.1176331,0.37336987,-0.1701762,-0.3175885,0.058106806,-1.1176331,-0.047278713,-0.1701762,-0.7475012,0.43493527,-0.7475012,0.23237884,-0.3175885,0.23237884,-0.7475012,-0.3175885,1.2473322,-0.7475012,-0.5017958,3.1518106,-0.7475012,0.4917757,0.43493527,-1.1176331,0.54456526,-0.1701762,1.9919175,0.9323519,0.6835387,-1.1176331,-1.1176331,-0.1701762,-0.7475012,1.2067657,0.058106806,-0.7475012,0.30622244,-0.5017958,-1.1176331,-0.7475012,3.1697202,-1.1176331,-0.1701762,0.43493527,0.99040323
cell_219,-1.1198986,-0.64631003,2.523474,-0.37028453,-0.37028453,0.20527048,-0.64631003,2.398675,1.3156675,-0.64631003,0.51190305,0.29587978,-0.64631003,-0.64631003,0.88249147,-0.64631003,-0.64631003,0.29587978,-1.1198986,0.29587978,0.80708665,-1.1198986,0.37578812,2.4604783,-1.1198986,0.29587978,-0.64631003,1.4963613,0.84583735,1.4201368,-0.37028453,-1.1198986,-1.1198986,-0.64631003,0.51190305,0.10064452,-0.64631003,0.37578812,-0.37028453,-1.1198986,-0.64631003,-0.023142727,-1.1198986,-1.1198986,0.29587978,0.9818727
cell_220,-1.3750151,-1.3750151,0.6363408,-0.6673954,0.24348587,0.36320484,-0.6673954,-0.3149273,0.24348587,-0.6673954,0.36320484,0.24348587,0.24348587,-0.3149273,0.5561401,-0.6673954,-0.6673954,1.8344594,-0.07824018,-0.6673954,2.3790538,-0.3149273,-0.3149273,0.9421031,-1.3750151,2.7055342,0.46602812,1.2278373,1.8195951,-0.6673954,-1.3750151,1.1187421,-1.3750151,-0.6673954,-0.3149273,0.24348587,-0.6673954,0.24348587,0.36320484,-0.3149273,-0.6673954,0.24348587,-1.3750151,-1.3750151,0.7085957,1.078426
cell_221,-0.9697724,-0.9697724,0.14262319,-0.47912923,-0.0071599483,0.26448435,-0.47912923,0.26448435,-0.47912923,-0.47912923,0.53421813,-0.0071599483,0.82672834,-0.0071599483,0.954941,0.14262319,-0.9697724,2.1950507,-0.20158519,-0.0071599483,2.7988515,-0.9697724,-0.9697724,1.3508326,-0.9697724,2.4651377,-0.0071599483,1.8171383,0.60408235,-0.20158519,-0.9697724,-0.9697724,-0.47912923,-0.9697724,0.36721605,0.26448435,-0.9697724,-0.9697724,-0.47912923,-0.9697724,-0.9697724,0.60408235,-0.9697724,-0.9697724,1.0283207,1.2350315
cell_222,-1.1679015,-1.1679015,2.6522164,-0.18785378,-0.035176612,-0.18785378,-0.035176612,2.0699344,1.849219,-0.6687064,-0.035176612,0.089056976,0.089056976,-1.1679015,0.6623865,-0.6687064,-0.38598964,0.2843443,-1.1679015,0.19379906,0.79314816,-1.1679015,0.70887107,1.6286153,-0.6687064,0.089056976,-0.38598964,1.5041044,0.7523355,1.052476,-1.1679015,-0.38598964,-1.1679015,-0.38598964,0.6623865,-0.18785378,-1.1679015,0.089056976,0.19379906,-1.1679015,-1.1679015,1.2182524,-1.1679015,-1.1679015,0.49971268,1.152163
